TAHUN_DIBUAT,NAMA_MODEL_YANG_SEBENAR,COUNT_NAMA_MODEL_YANG_SEBENAR
2011,ELGRAND,66
2012,ELGRAND,68
2013,ELGRAND,62
2014,ELGRAND,52
2015,ELGRAND,23
2016,ELGRAND,24
2017,ELGRAND,60
2018,ELGRAND,58
2019,ELGRAND,15
2020,ELGRAND,3
2004,ELYSION,138
2006,ELYSION,52
2008,ELYSION,300
2009,ELYSION,16
2010,ELYSION,9
2007,EOS,16
2008,EOS,68
2010,EOS,63
2011,EOS,51
2012,EOS,28
2016,ERTIGA,533
2017,ERTIGA,5987
2018,ERTIGA,4403
2019,ERTIGA,165
2003,ERV,1
2014,ES250,1
2013,ESCALADE,2
2017,ESCALADE,2
2019,ESCALADE,1
2005,ESCAPE,209
2006,ESCAPE,87
2009,ESCAPE,69
2010,ESCAPE,96
2011,ESCAPE,204
2012,ESCAPE,122
2018,ESQUIRE,16
2019,ESQUIRE,6
1994,ESTIMA,83
1999,ESTIMA,247
2000,ESTIMA,3503
2001,ESTIMA,3024
2002,ESTIMA,2060
2003,ESTIMA,3846
2004,ESTIMA,2865
2005,ESTIMA,2189
2006,ESTIMA,7010
2007,ESTIMA,5750
2008,ESTIMA,5824
2009,ESTIMA,4298
2010,ESTIMA,5293
2011,ESTIMA,3422
2012,ESTIMA,3683
2013,ESTIMA,2816
2014,ESTIMA,1886
2015,ESTIMA,1026
2016,ESTIMA,1493
2017,ESTIMA,685
2018,ESTIMA,373
2019,ESTIMA,174
2005,EVEREST,291
2006,EVEREST,174
2007,EVEREST,81
2022,EVEREST,19
2023,EVEREST,46
2012,EX25,8
2011,EX37,4
2009,EXORA,18610
2010,EXORA,22499
2011,EXORA,18299
2012,EXORA,22414
2013,EXORA,20319
2014,EXORA,12131
2015,EXORA,12389
2016,EXORA,5055
2017,EXORA,4570
2018,EXORA,3399
2019,EXORA,4975
2020,EXORA,5386
2021,EXORA,3625
2022,EXORA,4373
2023,EXORA,2642
2005,F430,28
2006,F430,68
2007,F430,42
2008,F430,31
2009,F430,7
1991,FEROZA,374
2012,FF,2
2010,FIESTA,852
2011,FIESTA,3625
2012,FIESTA,3409
2013,FIESTA,3473
2014,FIESTA,1440
2015,FIESTA,589
2016,FIESTA,123
2002,FIT,37
2017,FIT,19
2018,FIT,23
2019,FIT,13
2014,FLUENCE,145
2015,FLUENCE,254
2016,FLUENCE,247
2006,FOCUS,93
2009,FOCUS,168
2011,FOCUS,153
2012,FOCUS,759
2013,FOCUS,1515
2014,FOCUS,754
2015,FOCUS,125
2016,FOCUS,297
2003,FORESTER,28
2007,FORESTER,2
2009,FORESTER,16
2012,FORESTER,35
2013,FORESTER,122
2014,FORESTER,141
2015,FORESTER,47
2016,FORESTER,3339
2017,FORESTER,1153
2018,FORESTER,1640
2019,FORESTER,1433
2020,FORESTER,760
2023,FORESTER,111
2005,FORFOUR,298
2009,FORTE,410
2010,FORTE,9062
2011,FORTE,11038
2012,FORTE,6177
2013,FORTE,2693
2005,FORTUNER,1274
2006,FORTUNER,641
2007,FORTUNER,971
2008,FORTUNER,737
2009,FORTUNER,794
2010,FORTUNER,1060
2011,FORTUNER,978
2012,FORTUNER,1269
2013,FORTUNER,1623
2014,FORTUNER,1230
2015,FORTUNER,803
2016,FORTUNER,1519
2017,FORTUNER,2772
2018,FORTUNER,2588
2019,FORTUNER,1667
2020,FORTUNER,595
2021,FORTUNER,957
2022,FORTUNER,2051
2023,FORTUNER,1396
2005,FORTWO,136
2015,FORTWO,5
2016,FORTWO,11
2017,FORTWO,13
2016,F-PACE,21
2017,F-PACE,5
2018,F-PACE,18
2019,F-PACE,18
2020,F-PACE,2
2010,FREED,1163
2011,FREED,224
2012,FREED,1239
2013,FREED,1
2004,FREELANDER,157
2005,FREELANDER,171
2005,FRONTIER,3294
2006,FRONTIER,1548
2007,FRONTIER,1046
2008,FRONTIER,1061
2009,FRONTIER,645
2010,FRONTIER,350
2011,FRONTIER,331
2012,FRONTIER,207
2013,FRONTIER,47
1995,FTO,35
2015,F-TYPE,2
2018,F-TYPE,4
2019,F-TYPE,5
2020,F-TYPE,3
2021,F-TYPE,2
2022,F-TYPE,2
2011,FX37,1
2012,FX37,10
2013,FX37,4
2016,G10,130
2017,G10,247
2018,G10,268
2019,G10,40
2020,G10,2
2021,G10,102
2022,G10,50
2023,G10,63
2013,G350,2
2014,G350,14
2015,G350,14
2016,G350,10
2017,G350,6
2018,G350,7
2019,G350,1
2006,G55,1
2005,GALLARDO,3
2007,GALLARDO,7
2008,GALLARDO,19
2009,GALLARDO,9
2010,GALLARDO,11
2011,GALLARDO,14
2012,GALLARDO,12
2013,GALLARDO,6
2006,GEN2,5591
2004,GEN-2,34
2005,GEN-2,16
2015,GENESIS,2
2003,GETZ,900
2004,GETZ,4555
2005,GETZ,4566
2006,GETZ,3146
2008,GETZ,4188
2014,GHIBLI,62
2015,GHIBLI,97
2016,GHIBLI,22
2017,GHIBLI,38
2019,GHIBLI,21
2020,GHIBLI,3
2021,GHIBLI,2
2010,GHOST,23
2011,GHOST,17
2012,GHOST,22
2013,GHOST,21
2014,GHOST,11
2015,GHOST,15
2016,GHOST,13
2017,GHOST,11
2018,GHOST,5
2020,GHOST,4
2021,GHOST,3
2022,GHOST,4
2017,GIULIA,4
2018,GIULIA,4
2020,GIULIA,1
2014,GL350,1
2014,GLA180,27
2015,GLA180,144
2016,GLA180,150
2017,GLA180,108
2018,GLA180,58
2019,GLA180,7
2015,GLA200,1
2016,GLA200,1
2017,GLA200,378
2018,GLA200,208
2019,GLA200,8
2018,GLA220,40
2019,GLA220,25
2014,GLA250,158
2015,GLA250,507
2016,GLA250,189
2017,GLA250,401
2018,GLA250,179
2019,GLA250,7
2021,GLADIATOR,1
2017,GLC200,57
2018,GLC200,62
2019,GLC200,15
2016,GLC250,766
2017,GLC250,1211
2018,GLC250,1524
2019,GLC250,927
2020,GLC250,1
2019,GLC300,9
2020,GLC300,21
2021,GLC300,3
2022,GLC300,2
2016,GLE350,9
2015,GLE400,10
2016,GLE400,45
2017,GLE400,1
2021,GLE400,1
2017,GLE43,8
2018,GLE43,20
2015,GLE450,19
2016,GLE450,64
2020,GLE450,2
2020,GLE53,1
2021,GLE53,3
2018,GLE63,1
2019,GLS350,1
2006,GOLF,48
2007,GOLF,497
2008,GOLF,337
2009,GOLF,213
2010,GOLF,1333
2011,GOLF,1896
2012,GOLF,1823
2013,GOLF,1973
2014,GOLF,314
2015,GOLF,219
2016,GOLF,223
2017,GOLF,174
2018,GOLF,403
2019,GOLF,167
2020,GOLF,63
2022,GOLF,808
2023,GOLF,280
2021,GR86,11
2022,GR86,35
2023,GR86,2
2020,GRANACE,42
2021,GRANACE,6
2022,GRANACE,2
2004,GRANDIS,188
2005,GRANDIS,195
2008,GRANDIS,780
2009,GRANDIS,447
2010,GRANDIS,838
2011,GRANDIS,321
2008,GRANTURISMO,4
2009,GRANTURISMO,9
2010,GRANTURISMO,5
2011,GRANTURISMO,5
2014,GRANTURISMO,3
2015,GRANTURISMO,3
2018,GRANTURISMO,1
2017,GS200T,4
2012,GS250,106
2013,GS250,37
2006,GS300,26
2007,GS300,82
2011,GS300,15
2017,GS300,1
2012,GS350,30
2021,GT,3
2019,GTC4LUSSO,1
1992,GTO,5
2011,GTR,17
2008,GT-R,248
2009,GT-R,100
2010,GT-R,42
2011,GT-R,59
2012,GT-R,48
2013,GT-R,33
2014,GT-R,26
2015,GT-R,20
2016,GT-R,28
2017,GT-R,70
2018,GT-R,56
2019,GT-R,33
2020,GT-R,5
2021,GT-R,3
2017,H1,15
2018,H1,3
2019,H1,223
2020,H1,106
2021,H1,23
2005,H2,3
2012,H2,2
2008,H3,57
2009,H3,14
1998,HARRIER,2652
1999,HARRIER,1721
2000,HARRIER,1094
2001,HARRIER,875
2002,HARRIER,313
2003,HARRIER,3166
2004,HARRIER,2636
2005,HARRIER,3044
2006,HARRIER,1925
2007,HARRIER,1745
2008,HARRIER,1457
2009,HARRIER,908
2010,HARRIER,584
2011,HARRIER,353
2012,HARRIER,205
2013,HARRIER,115
2014,HARRIER,3588
2015,HARRIER,2579
2016,HARRIER,1281
2017,HARRIER,2075
2018,HARRIER,2266
2019,HARRIER,1075
2020,HARRIER,1302
2021,HARRIER,1558
2022,HARRIER,869
2023,HARRIER,226
1991,HIACE,509
1996,HIACE,738
1997,HIACE,841
2000,HIACE,270
2002,HIACE,315
2003,HIACE,151
2004,HIACE,294
2005,HIACE,304
2006,HIACE,290
2007,HIACE,364
2008,HIACE,410
2009,HIACE,455
2010,HIACE,473
2011,HIACE,651
2012,HIACE,799
2013,HIACE,810
2014,HIACE,906
2015,HIACE,818
2016,HIACE,925
2017,HIACE,35
2018,HIACE,33
2019,HIACE,25
2020,HIACE,19
2021,HIACE,24
2022,HIACE,95
2023,HIACE,126
1992,HIJET,24
1999,HIJET,1
1992,HILUX,390
2004,HILUX,4256
2005,HILUX,5780
2006,HILUX,6950
2007,HILUX,6466
2008,HILUX,8021
2009,HILUX,9061
2010,HILUX,12117
2011,HILUX,13181
2012,HILUX,19074
2013,HILUX,17455
2014,HILUX,15770
2015,HILUX,19454
2016,HILUX,10489
2017,HILUX,10694
2018,HILUX,12181
2019,HILUX,8838
2020,HILUX,8176
2021,HILUX,11107
2022,HILUX,17097
2023,HILUX,12802
2015,HR-V,18481
2016,HR-V,22976
2017,HR-V,17472
2018,HR-V,7772
2019,HR-V,16586
2020,HR-V,8228
2021,HR-V,10598
2022,HR-V,10200
2023,HR-V,13265
2013,HURACAN,2
2014,HURACAN,40
2015,HURACAN,28
2016,HURACAN,25
2017,HURACAN,22
2018,HURACAN,48
2019,HURACAN,27
2020,HURACAN,5
2021,HURACAN,7
2022,HURACAN,12
2020,HUSTLER,1
2008,I10,295
2011,I10,1674
2012,I10,1852
2013,I10,1215
2014,I10,1143
2016,I10,61
2018,I3,1
2014,I30,75
2013,I40,86
2014,I40,324
2015,I8,38
2016,I8,22
2017,I8,13
2018,I8,16
2019,I8,2
2004,IMPREZA,147
2005,IMPREZA,168
2010,IMPREZA,71
2011,IMPREZA,42
2012,IMPREZA,45
2013,IMPREZA,30
2014,IMPREZA,35
2015,IMPREZA,32
2005,INNOVA,8157
2006,INNOVA,7933
2007,INNOVA,4759
2008,INNOVA,4630
2009,INNOVA,4135
2010,INNOVA,4796
2011,INNOVA,3875
2012,INNOVA,4725
2013,INNOVA,4432
2014,INNOVA,3726
2015,INNOVA,2671
2016,INNOVA,1451
2017,INNOVA,4837
2018,INNOVA,3737
2019,INNOVA,2169
2020,INNOVA,1176
2021,INNOVA,1307
2022,INNOVA,1014
2023,INNOVA,1567
2011,INSIGHT,4400
2012,INSIGHT,1748
2013,INSIGHT,297
2010,INSPIRA,1916
2011,INSPIRA,9047
2012,INSPIRA,3337
2013,INSPIRA,2224
2014,INSPIRA,569
2015,INSPIRA,671
1993,INTEGRA,88
1996,INTEGRA,32
2002,INTEGRA,24
2005,INTEGRA,137
2016,IONIQ,20
2017,IONIQ,919
2018,IONIQ,434
2019,IONIQ,387
2005,IPSUM,139
2006,IPSUM,34
2014,IRIZ,6967
2015,IRIZ,25381
2016,IRIZ,9737
2017,IRIZ,3967
2018,IRIZ,2433
2019,IRIZ,6490
2020,IRIZ,7360
2021,IRIZ,6161
2022,IRIZ,5353
2023,IRIZ,6031
2017,IS200T,24
2006,IS250,147
2007,IS250,151
2008,IS250,153
2009,IS250,93
2010,IS250,69
2011,IS250,30
2012,IS250,7
2013,IS250,73
2014,IS250,34
2015,IS250,24
2017,IS300,2
2018,IS300,14
2019,IS300,5
2020,IS300,4
2021,IS300,53
2022,IS300,2
2004,IST,1
2002,ISWARA,27972
2004,ISWARA,32626
2005,ISWARA,15808
2007,ISWARA,30034
2015,JADE,117
2016,JADE,125
2018,JADE,54
2019,JADE,15
2003,JAZZ,2731
2004,JAZZ,3168
2005,JAZZ,2462
2006,JAZZ,1511
2008,JAZZ,1637
2009,JAZZ,169
2010,JAZZ,658
2011,JAZZ,422
2012,JAZZ,3357
2013,JAZZ,6458
2014,JAZZ,14630
2015,JAZZ,16166
2016,JAZZ,15928
2017,JAZZ,13232
2018,JAZZ,13255
2019,JAZZ,11928
2020,JAZZ,4920
2021,JAZZ,4009
2011,JETTA,511
2012,JETTA,1070
2013,JETTA,397
2014,JETTA,1881
2015,JETTA,927
2016,JETTA,228
2017,JETTA,641
2018,JETTA,183
1989,JIMNY,4
1996,JIMNY,981
2013,JIMNY,76
2015,JIMNY,77
2018,JIMNY,63
2019,JIMNY,125
2020,JIMNY,176
2021,JIMNY,152
2022,JIMNY,234
2023,JIMNY,127
2001,JUARA,1347
2011,JUKE,139
2012,JUKE,43
2013,JUKE,51
1994,KANCIL,5294
1995,KANCIL,20169
1997,KANCIL,36991
1998,KANCIL,21995
1999,KANCIL,41242
2000,KANCIL,48710
2001,KANCIL,50448
2002,KANCIL,44391
2003,KANCIL,43092
2004,KANCIL,42124
2005,KANCIL,40898
2006,KANCIL,26785
2007,KANCIL,12246
2002,KANGOO,27
2003,KANGOO,4
2006,KANGOO,373
2007,KANGOO,4
2001,KELISA,11431
2002,KELISA,31505
2003,KELISA,27723
2004,KELISA,26084
2005,KELISA,23794
2006,KELISA,20828
2007,KELISA,4901
1999,KEMBARA,8464
2000,KEMBARA,7360
2001,KEMBARA,9286
2002,KEMBARA,7571
2003,KEMBARA,7388
2005,KEMBARA,2786
2007,KEMBARA,288
2000,KENARI,6819
2001,KENARI,7403
2002,KENARI,13353
2003,KENARI,16853
2004,KENARI,23152
2005,KENARI,15834
2006,KENARI,11382
2007,KENARI,3905
2008,KENARI,3330
2009,KENARI,1590
2022,KINGO,5
2010,KIZASHI,8
2011,KIZASHI,8
2012,KIZASHI,92
2013,KIZASHI,2
2010,KOLEOS,14
2014,KOLEOS,41
2016,KOLEOS,53
2017,KOLEOS,47
2018,KOLEOS,59
2019,KOLEOS,11
2020,KOLEOS,36
2020,KONA,52
2021,KONA,107
2022,KONA,132
2013,KUGA,955
2014,KUGA,420
2015,KUGA,43
2009,KYRON,1
2006,L200,690
2000,LANCER,48
2003,LANCER,101
2005,LANCER,801
2006,LANCER,29
2007,LANCER,750
2008,LANCER,1178
2009,LANCER,1191
2010,LANCER,1332
2011,LANCER,627
2012,LANCER,542
2013,LANCER,180
2014,LANCER,643
2015,LANCER,340
2016,LANCER,158
2023,LANDTREK,28
1996,LANTIS,10
1995,LASER,546
2007,LATIO,2932
2008,LATIO,3028
2009,LATIO,1663
2010,LATIO,1003
2011,LATIO,813
2012,LATIO,335
2013,LATIO,79
2014,LATIO,122
2017,LC500,18
2018,LC500,16
2019,LC500,5
2020,LC500,3
2012,LEGACY,22
2016,LEVANTE,1
2017,LEVANTE,36
2018,LEVANTE,30
2019,LEVANTE,38
2020,LEVANTE,24
2021,LEVANTE,16
2022,LEVANTE,15
2017,LEVORG,22
2018,LEVORG,13
2019,LEVORG,1
2020,LEVORG,1
1990,LITEACE,1843
1993,LITEACE,1017
1995,LITEACE,1077
2003,LS430,4
2007,LS460,13
2010,LS460,4
2007,LS460L,19
2010,LS460L,5
2012,LS460L,3
2013,LS460L,10
2018,LS500,11
2019,LS500,1
2019,LS500H,1
2018,LX450D,5
2019,LX450D,6
2022,LX500D,1
2011,LX570,7
2014,LX570,7
2015,LX570,14
2016,LX570,108
2017,LX570,63
2018,LX570,51
2019,LX570,38
2020,LX570,19
2021,LX570,1
2022,LX600,4
2019,M135I,3
2020,M135I,14
2021,M135I,4
2022,M135I,10
2016,M2,25
2017,M2,31
2018,M2,30
2019,M2,38
2020,M2,4
2023,M2,4
2015,M235I,5
2020,M235I,1
2012,M25,14
2013,M25,8
2008,M3,44
2010,M3,39
2011,M3,18
2016,M3,7
2018,M3,5
2021,M3,14
2022,M3,8
2023,M3,6
2019,M340I,1
2020,M340I,36
2021,M340I,102
2022,M340I,79
2023,M340I,228
2014,M4,132
2015,M4,883
2016,M4,904
2017,M4,147
2018,M4,35
2019,M4,18
2020,M4,3
2021,M4,25
2022,M4,16
2023,M4,8
2011,M5,18
2012,M5,39
2013,M5,20
2014,M5,6
2018,M5,29
2019,M5,27
2020,M5,5
2021,M5,1
2023,M5,2
2012,M6,6
2014,M6,9
2019,M8,2
2020,M8,6
2021,M8,1
2018,M850I,2
2019,M850I,19
2020,M850I,1
2014,MACAN,208
2015,MACAN,485
2016,MACAN,364
2017,MACAN,278
2018,MACAN,181
2019,MACAN,353
2020,MACAN,214
2021,MACAN,80
2022,MACAN,33
2014,MALIBU,89
2015,MALIBU,205
2004,MARCH,37
2004,MATRIX,6742
2005,MATRIX,14114
2006,MATRIX,3124
2007,MATRIX,3934
2008,MATRIX,1446
2016,MAXUS,5
2018,MAXUS,42
2022,MC20,1
2010,MEGANE,20
2011,MEGANE,47
2014,MEGANE,3
2015,MEGANE,23
2016,MEGANE,9
2020,MEGANE,13
2021,MEGANE,1
2022,MEGANE,1
1997,MGF,3
2012,MIRAGE,1759
2013,MIRAGE,2310
2014,MIRAGE,580
2015,MIRAGE,639
2005,ML350,25
2006,ML350,85
2008,ML350,19
2009,ML350,39
2010,ML350,39
2012,ML350,23
2013,ML350,11
2014,ML350,1
2009,MONDEO,12
2010,MONDEO,88
2012,MONDEO,55
2013,MONDEO,5
1972,MORRIS,43
2013,MP4-12C,2
1994,MR2,1
2004,MR-S,3
2012,MULSANNE,6
2005,MURANO,703
2006,MURANO,247
2008,MURANO,143
2009,MURANO,159
2010,MURANO,152
2012,MURANO,43
2006,MURCIELAGO,2
1999,MUSSO,3
1967,MUSTANG,3
2013,MUSTANG,4
2015,MUSTANG,25
2016,MUSTANG,532
2017,MUSTANG,446
2018,MUSTANG,333
2019,MUSTANG,148
2020,MUSTANG,60
2021,MUSTANG,30
2022,MUSTANG,6
1990,MX-5,1
1995,MX-5,1
2016,MX-5,1
2017,MX-5,7
2019,MX-5,1
2020,MX-5,10
2021,MX-5,34
2022,MX-5,27
2023,MX-5,15
2005,MYVI,31408
2006,MYVI,74160
2007,MYVI,75031
2008,MYVI,78734
2009,MYVI,80301
2010,MYVI,72605
2011,MYVI,77037
2012,MYVI,82953
2013,MYVI,92542
2014,MYVI,77287
2015,MYVI,73012
2016,MYVI,47092
2017,MYVI,52887
2018,MYVI,78475
2019,MYVI,78517
2020,MYVI,64374
2021,MYVI,46029
2022,MYVI,73768
2023,MYVI,51354
1999,NADIA,112
2009,NAVARA,1022
2010,NAVARA,2776
2011,NAVARA,2064
2012,NAVARA,3256
2013,NAVARA,2730
2014,NAVARA,2308
2015,NAVARA,2247
2016,NAVARA,9
2018,NAVARA,2120
2019,NAVARA,1827
2021,NAVARA,2834
2022,NAVARA,2361
2023,NAVARA,1079
2017,N-BOX,6
2018,N-BOX,34
2008,NITRO,5
2015,NOAH,21
2017,NOAH,132
2018,NOAH,192
2019,NOAH,81
2020,NOAH,5
2022,NOAH,1
2017,NSX,4
2014,NV200,2
2014,NX200T,169
2015,NX200T,430
2016,NX200T,266
2017,NX200T,111
2018,NX200T,1
2022,NX250,1
2017,NX300,51
2018,NX300,335
2019,NX300,227
2020,NX300,69
2021,NX300,12
2019,NX300H,1
2022,NX350,13
2023,NX350,1
1997,ODYSSEY,700
2000,ODYSSEY,444
2001,ODYSSEY,174
2002,ODYSSEY,279
2003,ODYSSEY,295
2004,ODYSSEY,1221
2005,ODYSSEY,1145
2006,ODYSSEY,635
2007,ODYSSEY,486
2008,ODYSSEY,727
2009,ODYSSEY,820
2010,ODYSSEY,495
2011,ODYSSEY,399
2012,ODYSSEY,204
2013,ODYSSEY,315
2014,ODYSSEY,1093
2015,ODYSSEY,398
2016,ODYSSEY,325
2017,ODYSSEY,395
2018,ODYSSEY,245
2019,ODYSSEY,113
2020,ODYSSEY,48
2021,ODYSSEY,4
2022,ODYSSEY,3
2004,ONE,44
2005,ONE,53
2011,ONE,33
2012,ONE,28
2013,ONE,96
2018,ONE,27
2019,ONE,10
2005,OPTIMA,545
2009,OPTIMA,24
2012,OPTIMA,1608
2005,OPTRA,1477
2006,OPTRA,284
2007,OPTRA,9
2005,OPTRA5,1
2012,ORLANDO,37
2013,ORLANDO,285
2005,OUTLANDER,154
2006,OUTLANDER,5
2016,OUTLANDER,821
2017,OUTLANDER,481
2018,OUTLANDER,2439
2019,OUTLANDER,1639
2020,OUTLANDER,674
2021,OUTLANDER,655
1997,P15VJLNRM,6
2013,PACEMAN,5
2014,PACEMAN,11
1994,PAJERO,1789
1995,PAJERO,1577
1996,PAJERO,2454
1998,PAJERO,589
1999,PAJERO,841
2000,PAJERO,968
2003,PAJERO,164
2009,PAJERO,505
2010,PAJERO,1259
2023,PALISADE,8
2009,PANAMERA,83
2010,PANAMERA,236
2011,PANAMERA,161
2012,PANAMERA,145
2013,PANAMERA,74
2014,PANAMERA,43
2015,PANAMERA,18
2016,PANAMERA,20
2017,PANAMERA,95
2018,PANAMERA,61
2019,PANAMERA,37
2020,PANAMERA,9
2009,PASSAT,58
2010,PASSAT,468
2011,PASSAT,1686
2012,PASSAT,2207
2013,PASSAT,1848
2014,PASSAT,1349
2015,PASSAT,798
2016,PASSAT,339
2017,PASSAT,855
2018,PASSAT,1161
2019,PASSAT,708
2020,PASSAT,600
2021,PASSAT,113
2022,PASSAT,306
1997,PERDANA,2696
1999,PERDANA,1650
2000,PERDANA,4487
2001,PERDANA,4011
2002,PERDANA,2294
2003,PERDANA,2533
2004,PERDANA,2455
2006,PERDANA,1362
2007,PERDANA,1576
2008,PERDANA,1453
2014,PERDANA,1579
2015,PERDANA,848
2016,PERDANA,1240
2017,PERDANA,870
2018,PERDANA,422
2019,PERDANA,232
2007,PERSONA,17065
2008,PERSONA,36780
2009,PERSONA,34742
2010,PERSONA,39131
2011,PERSONA,38817
2012,PERSONA,23124
2013,PERSONA,14209
2014,PERSONA,18156
2015,PERSONA,4288
2016,PERSONA,13642
2017,PERSONA,16866
2018,PERSONA,14782
2019,PERSONA,18813
2020,PERSONA,21413
2021,PERSONA,14309
2022,PERSONA,14603
2023,PERSONA,18154
2012,PHANTOM,3
2019,PHANTOM,1
2005,PICANTO,2011
2006,PICANTO,113
2010,PICANTO,739
2013,PICANTO,403
2014,PICANTO,1527
2015,PICANTO,694
2016,PICANTO,135
2018,PICANTO,2112
2019,PICANTO,1051
2006,POLO,1
2008,POLO,68
2010,POLO,627
2011,POLO,1738
2012,POLO,2606
2013,POLO,1806
2014,POLO,3714
2015,POLO,2729
2016,POLO,733
2017,POLO,1253
2018,POLO,1244
2019,POLO,1187
2020,POLO,443
2019,PORTOFINO,6
2020,PORTOFINO,7
2004,PREGIO,408
2007,PREGIO,189
2010,PREGIO,73
2011,PREGIO,69
2013,PREGIO,115
2014,PREGIO,62
2004,PREMACY,95
2005,PREMACY,76
2012,PREVE,19982
2013,PREVE,15858
2014,PREVE,9428
2015,PREVE,9256
2016,PREVE,2249
2017,PREVE,1043
2018,PREVE,456
2019,PREVE,77
2014,PREVIA,333
2015,PREVIA,43
2010,PRIUS,146
2011,PRIUS,2186
2012,PRIUS,5583
2013,PRIUS,4895
2001,PUTRA,133
2012,Q3,102
2013,Q3,183
2014,Q3,205
2015,Q3,99
2016,Q3,193
2017,Q3,78
2018,Q3,18
2019,Q3,18
2020,Q3,18
2021,Q3,22
2022,Q3,6
2009,Q5,390
2010,Q5,438
2011,Q5,429
2012,Q5,405
2013,Q5,340
2014,Q5,292
2015,Q5,233
2016,Q5,64
2018,Q5,2
2019,Q5,50
2020,Q5,18
2022,Q5,8
2023,Q5,3
2014,Q50,73
2015,Q50,74
2007,Q7,154
2008,Q7,133
2010,Q7,251
2011,Q7,443
2012,Q7,165
2013,Q7,88
2014,Q7,41
2015,Q7,56
2016,Q7,71
2017,Q7,11
2019,Q7,3
2020,Q7,1
2018,Q8,16
2019,Q8,28
2020,Q8,6
2021,Q8,3
2022,Q8,1
2013,QUATTROPORTE,6
2014,QUATTROPORTE,16
2018,QUATTROPORTE,1
2015,QX70,15
2008,R280L,88
2006,R350,27
2007,R350L,27
2009,R350L,1
2007,R8,25
2008,R8,58
2009,R8,32
2010,R8,25
2011,R8,15
2015,R8,2
2016,R8,1
2017,R8,2
2000,RANGER,1095
2002,RANGER,2446
2003,RANGER,1977
2004,RANGER,1750
2007,RANGER,837
2008,RANGER,522
2009,RANGER,1102
2010,RANGER,1292
2011,RANGER,1450
2012,RANGER,2133
2013,RANGER,4765
2014,RANGER,7499
2015,RANGER,5376
2016,RANGER,4875
2017,RANGER,4217
2018,RANGER,4223
2019,RANGER,4681
2020,RANGER,2178
2021,RANGER,2700
2022,RANGER,3987
2023,RANGER,3515
1995,RAV4,268
1996,RAV4,345
2000,RAV4,579
2002,RAV4,115
2004,RAV4,60
2005,RAV4,89
2006,RAV4,204
2007,RAV4,101
2011,RAV4,11
2020,RAV4,170
2016,RC200T,11
2017,RC200T,8
2018,RC300,14
2019,RC300,3
2021,RC300,1
2011,RCZ,268
2012,RCZ,115
2003,RIA,1850
2005,RIA,4712
2006,RIA,2237
2007,RIA,246
2008,RIA,563
2009,RIA,815
2010,RIA,70
2004,RIO,577
2013,RIO,1408
2014,RIO,1416
2015,RIO,608
2016,RIO,904
2017,RIO,593
2018,RIO,255
2019,RIO,236
2005,ROADSTER,70
2018,ROADSTER,86
2019,ROADSTER,47
1995,ROCSTA,49
1997,ROCSTA,112
2003,RODEO,1
2020,ROMA,1
2021,ROMA,5
2017,ROOMY,8
2018,ROOMY,12
2021,ROOMY,5
2012,RS3,1
2016,RS3,18
2018,RS3,56
2019,RS3,2
2020,RS3,4
2013,RS5,2
2017,RS5,2
2018,RS5,2
2019,RS5,4
2020,RS5,1
2008,RS6,6
2013,RS6,8
2014,RS6,5
2016,RS6,8
2017,RS6,3
2018,RS6,2
2020,RS6,4
2021,RS6,2
2015,RS7,1
2020,RS7,5
1996,RUSA,2984
1997,RUSA,4516
2006,RUSA,272
2008,RUSH,4969
2009,RUSH,2461
2010,RUSH,2079
2011,RUSH,2132
2012,RUSH,1503
2013,RUSH,965
2014,RUSH,488
2015,RUSH,194
2016,RUSH,59
2019,RUSH,2628
2020,RUSH,2245
2021,RUSH,2110
2023,RUSH,908
2015,RX200T,21
2016,RX200T,617
2017,RX200T,799
2010,RX270,105
2011,RX270,348
2012,RX270,321
2013,RX270,243
2014,RX270,190
2015,RX270,16
2005,RX300,52
2006,RX300,16
2018,RX300,625
2019,RX300,409
2020,RX300,587
2021,RX300,256
2022,RX300,38
2008,RX350,17
2009,RX350,522
2010,RX350,257
2011,RX350,221
2012,RX350,237
2013,RX350,206
2014,RX350,229
2015,RX350,38
2010,RX450H,26
1992,RX-7,19
2002,RX-7,3
2003,RX-8,261
2004,RX-8,157
1999,S2000,25
2000,S2000,8
2003,S2000,8
2000,S280,226
2001,S280,174
2003,S280,127
2015,S3,3
2017,S3,11
2018,S3,2
2019,S3,3
2020,S3,1
2007,S300L,5
2008,S300L,1
2002,S320L,31
2004,S350,7
2006,S350,261
2007,S350,139
2008,S350,42
2004,S350L,15
2005,S350L,8
2006,S350L,176
2007,S350L,51
2008,S350L,12
2010,S350L,18
2013,S350L,1
2009,S4,50
2017,S4,4
2018,S4,3
1999,S40,97
2004,S40,219
2007,S40,68
2008,S40,133
2009,S40,133
2010,S40,239
2011,S40,165
2013,S400L,5
2014,S400L,395
2015,S400L,1277
2016,S400L,784
2017,S400L,265
2008,S5,8
2009,S5,11
2010,S5,83
2011,S5,52
2012,S5,41
2013,S5,20
2015,S5,6
2018,S5,9
2019,S5,1
2006,S500,13
2016,S500,2
2013,S500L,3
2014,S500L,8
2015,S500L,8
2012,S6,4
2013,S6,1
2004,S60,129
2005,S60,180
2011,S60,187
2012,S60,166
2013,S60,78
2014,S60,11
2015,S60,17
