"KUMPULAN_PENDAPATAN","BUATAN","NAMA_MODEL_YANG_SEBENAR","Count(NO_IR)"
"B2","LAMBORGHINI","HURACAN",1
"B2","LAND ROVER","DEFENDER",6
"B2","LAND ROVER","FREELANDER",9
"B2","LEXUS","CT200H",107
"B2","LEXUS","GS250",2
"B2","LEXUS","GS300",5
"B2","LEXUS","GS350",1
"B2","LEXUS","IS200T",1
"B2","LEXUS","IS250",29
"B2","LEXUS","IS300",4
"B2","LEXUS","LS460",2
"B2","LEXUS","LX570",3
"B2","LEXUS","NX200T",28
"B2","LEXUS","NX300",23
"B2","LEXUS","NX350",2
"B2","LEXUS","RX200T",21
"B2","LEXUS","RX270",29
"B2","LEXUS","RX300",39
"B2","LEXUS","RX350",50
"B2","MASERATI","GHIBLI",1
"B2","MASERATI","LEVANTE",1
"B2","MAZDA","2",853
"B2","MAZDA","3",795
"B2","MAZDA","323",9
"B2","MAZDA","5",68
"B2","MAZDA","6",144
"B2","MAZDA","8",25
"B2","MAZDA","AXELA",1
"B2","MAZDA","B2200",2
"B2","MAZDA","BIANTE",53
"B2","MAZDA","CX-3",99
"B2","MAZDA","CX-30",227
"B2","MAZDA","CX-5",672
"B2","MAZDA","CX-7",12
"B2","MAZDA","CX-8",92
"B2","MAZDA","CX-9",2
"B2","MAZDA","MX-5",2
"B2","MAZDA","PREMACY",9
"B2","MAZDA","ROADSTER",3
"B2","MAZDA","RX-8",12
"B2","MERCEDES BENZ","190E",3
"B2","MERCEDES BENZ","200",10
"B2","MERCEDES BENZ","230E",77
"B2","MERCEDES BENZ","250D",1
"B2","MERCEDES BENZ","260E",9
"B2","MERCEDES BENZ","A180",122
"B2","MERCEDES BENZ","A200",74
"B2","MERCEDES BENZ","A250",78
"B2","MERCEDES BENZ","B170",23
"B2","MERCEDES BENZ","B180",47
"B2","MERCEDES BENZ","B200",6
"B2","MERCEDES BENZ","C180",114
"B2","MERCEDES BENZ","C180-W203",17
"B2","MERCEDES BENZ","C180K",21
"B2","MERCEDES BENZ","C200",412
"B2","MERCEDES BENZ","C200K",90
"B2","MERCEDES BENZ","C220",17
"B2","MERCEDES BENZ","C230K",2
"B2","MERCEDES BENZ","C240",4
"B2","MERCEDES BENZ","C250",46
"B2","MERCEDES BENZ","C300",24
"B2","MERCEDES BENZ","CLA180",66
"B2","MERCEDES BENZ","CLA200",22
"B2","MERCEDES BENZ","CLA250",24
"B2","MERCEDES BENZ","CLK200K",1
"B2","MERCEDES BENZ","CLK240",5
"B2","MERCEDES BENZ","CLS350",15
"B2","MERCEDES BENZ","E200",157
"B2","MERCEDES BENZ","E200K",46
"B2","MERCEDES BENZ","E230",80
"B2","MERCEDES BENZ","E240",177
"B2","MERCEDES BENZ","E250",282
"B2","MERCEDES BENZ","E280",6
"B2","MERCEDES BENZ","E300",67
"B2","MERCEDES BENZ","E350",12
"B2","MERCEDES BENZ","E400",1
"B2","MERCEDES BENZ","GLA180",19
"B2","MERCEDES BENZ","GLA200",22
"B2","MERCEDES BENZ","GLA250",40
"B2","MERCEDES BENZ","GLC200",3
"B2","MERCEDES BENZ","GLC250",86
"B2","MERCEDES BENZ","GLC300",1
"B2","MERCEDES BENZ","GLE400",3
"B2","MERCEDES BENZ","GLE450",1
"B2","MERCEDES BENZ","ML350",6
"B2","MERCEDES BENZ","S280",7
"B2","MERCEDES BENZ","S320L",2
"B2","MERCEDES BENZ","S350",8
"B2","MERCEDES BENZ","S350L",3
"B2","MERCEDES BENZ","S400L",32
"B2","MERCEDES BENZ","SLK200",15
"B2","MERCEDES BENZ","SLK200K",5
"B2","MERCEDES BENZ","SLK250",4
"B2","MINI","COOPER",109
"B2","MINI","COUNTRYMAN",14
"B2","MINI","CROSSOVER",1
"B2","MINI","ONE",8
"B2","MITSUBISHI","AIRTREK",19
"B2","MITSUBISHI","ASX",458
"B2","MITSUBISHI","ATTRAGE",309
"B2","MITSUBISHI","COLT",7
"B2","MITSUBISHI","DELICA",8
"B2","MITSUBISHI","FTO",2
"B2","MITSUBISHI","GRANDIS",85
"B2","MITSUBISHI","L200",26
"B2","MITSUBISHI","LANCER",412
"B2","MITSUBISHI","MIRAGE",313
"B2","MITSUBISHI","OUTLANDER",137
"B2","MITSUBISHI","P15VJLNRM",1
"B2","MITSUBISHI","PAJERO",304
"B2","MITSUBISHI","STORM",4
"B2","MITSUBISHI","TRITON",2076
"B2","MITSUBISHI","WALD",4
"B2","MITSUBISHI","XPANDER",1358
"B2","MORRIS","MORRIS",1
"B2","NAZA","CITRA",1960
"B2","NAZA","FORTE",1076
"B2","NAZA","PICANTO",37
"B2","NAZA","RIA",290
"B2","NAZA","SORENTO",33
"B2","NAZA","SURIA",156
"B2","NISSAN","280ZX",1
"B2","NISSAN","ALMERA",8942
"B2","NISSAN","CEFIRO",221
"B2","NISSAN","CUBE",1
"B2","NISSAN","ELGRAND",11
"B2","NISSAN","FRONTIER",313
"B2","NISSAN","GT-R",13
"B2","NISSAN","JUKE",11
"B2","NISSAN","LATIO",578
"B2","NISSAN","MARCH",1
"B2","NISSAN","MURANO",53
"B2","NISSAN","NAVARA",1135
"B2","NISSAN","SENTRA",2414
"B2","NISSAN","SERENA",723
"B2","NISSAN","SKYLINE",4
"B2","NISSAN","SUNNY",62
"B2","NISSAN","SYLPHY",784
"B2","NISSAN","TEANA",560
"B2","NISSAN","TERRANO",6
"B2","NISSAN","URVAN",98
"B2","NISSAN","VANETTE",1340
"B2","NISSAN","X-TRAIL",1520
"B2","OPEL","ZAFIRA",3
"B2","PERODUA","ALZA",36818
"B2","PERODUA","ARUZ",6813
"B2","PERODUA","ATIVA",7144
"B2","PERODUA","AXIA",47419
"B2","PERODUA","BEZZA",40585
"B2","PERODUA","JUARA",1
"B2","PERODUA","KANCIL",20889
"B2","PERODUA","KELISA",7901
"B2","PERODUA","KEMBARA",1865
"B2","PERODUA","KENARI",5844
"B2","PERODUA","MYVI",102818
"B2","PERODUA","RUSA",314
"B2","PERODUA","VIVA",24878
"B2","PERODUA","WIRA",1
"B2","PEUGEOT","2008",66
"B2","PEUGEOT","207",122
"B2","PEUGEOT","208",213
"B2","PEUGEOT","3008",200
"B2","PEUGEOT","306",5
"B2","PEUGEOT","308",131
"B2","PEUGEOT","407",44
"B2","PEUGEOT","408",153
"B2","PEUGEOT","5008",31
"B2","PEUGEOT","508",81
"B2","PEUGEOT","LANDTREK",2
"B2","PEUGEOT","RCZ",18
"B2","PEUGEOT","TRAVELLER",1
"B2","PORSCHE","718",7
"B2","PORSCHE","911",12
"B2","PORSCHE","BOXSTER",2
"B2","PORSCHE","CAYENNE",34
"B2","PORSCHE","CAYMAN",12
"B2","PORSCHE","MACAN",33
"B2","PORSCHE","PANAMERA",6
"B2","PROTON","ARENA",83
"B2","PROTON","ERTIGA",839
"B2","PROTON","EXORA",10680
"B2","PROTON","GEN-2",4
"B2","PROTON","GEN2",267
"B2","PROTON","INSPIRA",1068
"B2","PROTON","IRIZ",6684
"B2","PROTON","ISWARA",5486
"B2","PROTON","JUARA",53
"B2","PROTON","KANCIL",22
"B2","PROTON","KELISA",1
"B2","PROTON","KEMBARA",2
"B2","PROTON","KENARI",3
"B2","PROTON","PERDANA",1055
"B2","PROTON","PERSONA",30235
"B2","PROTON","PREVE",4453
"B2","PROTON","PUTRA",9
"B2","PROTON","RUSA",1
"B2","PROTON","SAGA",63679
"B2","PROTON","SATRIA",2688
"B2","PROTON","SAVVY",165
"B2","PROTON","SENTRA",1
"B2","PROTON","TIARA",7
"B2","PROTON","WAJA",12114
"B2","PROTON","WIRA",28976
"B2","PROTON","X50",5569
"B2","PROTON","X70",2813
"B2","PROTON","X90",70
"B2","RENAULT","CAPTUR",78
"B2","RENAULT","CLIO",2
"B2","RENAULT","FLUENCE",23
"B2","RENAULT","KANGOO",20
"B2","RENAULT","KOLEOS",8
"B2","RENAULT","MEGANE",1
"B2","ROLLS ROYCE","GHOST",1
"B2","ROVER","DEFENDER",1
"B2","SMART","CITY",1
"B2","SMART","FORFOUR",6
"B2","SMART","FORTWO",3
"B2","SMART","ROADSTER",1
"B2","SSANGYONG","ACTYON",2
"B2","SSANGYONG","STAVIC",9
"B2","SUBARU","BRZ",9
"B2","SUBARU","FORESTER",235
"B2","SUBARU","IMPREZA",10
"B2","SUBARU","LEVORG",2
"B2","SUBARU","XV",301
"B2","SUZUKI","ALTO",117
"B2","SUZUKI","APV",19
"B2","SUZUKI","JIMNY",65
"B2","SUZUKI","KIZASHI",3
"B2","SUZUKI","SJ410VR",8
"B2","SUZUKI","SWIFT",2038
"B2","SUZUKI","SX4",162
"B2","SUZUKI","VITARA",135
"B2","SWIFT GROUP LIMITED","SWIFT",1
"B2","TOYO UNPANKI","COROLLA",1
"B2","TOYOTA","86",69
"B2","TOYOTA","ALPHARD",1252
"B2","TOYOTA","AVANZA",9947
"B2","TOYOTA","BB",1
"B2","TOYOTA","C-HR",255
"B2","TOYOTA","CALDINA",140
"B2","TOYOTA","CAMRY",4902
"B2","TOYOTA","CELICA",18
"B2","TOYOTA","CH-R",1
"B2","TOYOTA","COROLLA",2317
"B2","TOYOTA","CORONA",13
"B2","TOYOTA","CX-7",1
"B2","TOYOTA","DYNA",4
"B2","TOYOTA","ESQUIRE",1
"B2","TOYOTA","ESTIMA",1785
"B2","TOYOTA","FORTUNER",683
"B2","TOYOTA","HARRIER",1309
"B2","TOYOTA","HIACE",321
"B2","TOYOTA","HILUX",9423
"B2","TOYOTA","INNOVA",2799
"B2","TOYOTA","IPSUM",4
"B2","TOYOTA","LITEACE",132
"B2","TOYOTA","NADIA",7
"B2","TOYOTA","NOAH",18
"B2","TOYOTA","PREVIA",9
"B2","TOYOTA","PRIUS",534
"B2","TOYOTA","RAV4",81
"B2","TOYOTA","ROOMY",1
"B2","TOYOTA","RUSH",1118
"B2","TOYOTA","SIENTA",217
"B2","TOYOTA","SPACIO",8
"B2","TOYOTA","SUPRA",2
"B2","TOYOTA","TANK",11
"B2","TOYOTA","UNSER",2231
"B2","TOYOTA","VANGUARD",5
"B2","TOYOTA","VELLFIRE",1455
"B2","TOYOTA","VELOZ",379
"B2","TOYOTA","VIOS",34904
"B2","TOYOTA","VOXY",90
"B2","TOYOTA","WALD",134
"B2","TOYOTA","WISH",2210
"B2","TOYOTA","YARIS",4641
"B2","VOLKSWAGEN","ARTEON",17
"B2","VOLKSWAGEN","BEETLE",161
"B2","VOLKSWAGEN","CC",48
"B2","VOLKSWAGEN","EOS",4
"B2","VOLKSWAGEN","GOLF",390
"B2","VOLKSWAGEN","JETTA",248
"B2","VOLKSWAGEN","PASSAT",456
"B2","VOLKSWAGEN","POLO",898
"B2","VOLKSWAGEN","SCIROCCO",47
"B2","VOLKSWAGEN","SHARAN",15
"B2","VOLKSWAGEN","TIGUAN",230
"B2","VOLKSWAGEN","TOUAREG",11
"B2","VOLKSWAGEN","TOURAN",33
"B2","VOLKSWAGEN","VENTO",243
"B2","VOLKSWAGEN","WALD",9
"B2","VOLVO","850",5
"B2","VOLVO","S40",43
"B2","VOLVO","S60",30
"B2","VOLVO","S70",6
"B2","VOLVO","S80",3
"B2","VOLVO","S90",7
"B2","VOLVO","V40",18
"B2","VOLVO","V50",1
"B2","VOLVO","V60",2
"B2","VOLVO","XC40",39
"B2","VOLVO","XC60",58
"B2","VOLVO","XC90",33
"B2","WESTSTAR MAXUS","G10",14
"B2","WESTSTAR MAXUS","MAXUS",1
"B3","","COOPER",2
"B3","","KANCIL",40
"B3","","ROCSTA",2
"B3","","RUSA",2
"B3","","RX200T",1
"B3","","SEPHIA",23
"B3","ALFA ROMEO","147",1
"B3","ASIA","ROCSTA",1
"B3","AUDI","A1",3
"B3","AUDI","A3",28
"B3","AUDI","A4",104
"B3","AUDI","A5",54
"B3","AUDI","A6",59
"B3","AUDI","A7",5
"B3","AUDI","A8",1
"B3","AUDI","Q3",29
"B3","AUDI","Q5",105
"B3","AUDI","Q7",21
"B3","AUDI","R8",1
"B3","AUDI","RS3",2
"B3","AUDI","RS5",1
"B3","AUDI","S5",6
"B3","AUDI","TT",50
"B3","AUDI","TTS",2
"B3","AUDI","WALD",1
"B3","AUSTIN MORRIS","MORRIS",2
"B3","AVELING BARFORD","C200",1
"B3","BENTLEY","CONTINENTAL",1
"B3","BISON","SAVANNA",1
"B3","BMW","116I",8
"B3","BMW","118I",60
"B3","BMW","120I",17
"B3","BMW","218I",87
"B3","BMW","220I",3
"B3","BMW","316I",87
"B3","BMW","318I",185
"B3","BMW","320D",43
"B3","BMW","320I",513
"B3","BMW","323I",34
"B3","BMW","325I",80
"B3","BMW","328I",109
"B3","BMW","330E",155
"B3","BMW","330I",99
"B3","BMW","330LI",18
"B3","BMW","335I",1
"B3","BMW","420I",2
"B3","BMW","428I",6
"B3","BMW","430I",1
"B3","BMW","520D",23
"B3","BMW","520I",177
"B3","BMW","523I",136
"B3","BMW","525I",118
"B3","BMW","528I",97
"B3","BMW","530E",63
"B3","BMW","530I",77
"B3","BMW","535I",13
"B3","BMW","630I",8
"B3","BMW","640I",2
"B3","BMW","645CI",1
"B3","BMW","730LI",18
"B3","BMW","740LE",4
"B3","BMW","740LI",4
"B3","BMW","840I",1
"B3","BMW","CLUBMAN",2
"B3","BMW","COOPER",32
"B3","BMW","COUNTRYMAN",1
"B3","BMW","CROSSOVER",3
"B3","BMW","I8",4
"B3","BMW","M2",1
"B3","BMW","M235I",1
"B3","BMW","M3",4
"B3","BMW","M340I",4
"B3","BMW","M4",8
"B3","BMW","M5",3
"B3","BMW","X1",199
"B3","BMW","X2",6
"B3","BMW","X3",116
"B3","BMW","X4",56
"B3","BMW","X5",145
"B3","BMW","X6",39
"B3","BMW","X7",1
"B3","BMW","XM",1
"B3","BMW","Z3",1
"B3","BMW","Z4",6
"B3","CHERY","EASTAR",68
"B3","CHERY","TIGGO",1
"B3","CHEVROLET","AVEO",147
"B3","CHEVROLET","CAPTIVA",31
"B3","CHEVROLET","COLORADO",47
"B3","CHEVROLET","CRUZE",77
"B3","CHEVROLET","MALIBU",11
"B3","CHEVROLET","OPTRA",64
"B3","CHEVROLET","ORLANDO",7
"B3","CHEVROLET","SONIC",24
"B3","CITROEN","C4",2
"B3","CITROEN","DS3",7
"B3","CITROEN","DS5",3
"B3","DAIHATSU","DELTA",1
"B3","DAIHATSU","FEROZA",18
"B3","DAIHATSU","HIJET",2
"B3","DAIHATSU","TAFT",3
"B3","FERRARI","CALIFORNIA",1
"B3","FERRARI","F430",3
"B3","FORD","ECOSPORT",64
"B3","FORD","ESCAPE",20
"B3","FORD","EVEREST",15
"B3","FORD","FIESTA",599
"B3","FORD","FOCUS",147
"B3","FORD","KUGA",43
"B3","FORD","LASER",16
"B3","FORD","MONDEO",3
"B3","FORD","MUSTANG",35
"B3","FORD","RANGER",2267
"B3","FORD","S-MAX",2
"B3","FORD","TRANSIT",2
"B3","FOTON","VIEW",13
"B3","GOLDEN DRAGON","X5",1
"B3","GREAT WALL","H1",30
"B3","GREAT WALL","M4",109
"B3","HINO","XZC730R-WKFRL3",2
"B3","HONDA","ACCORD",3663
"B3","HONDA","BR-V",2307
"B3","HONDA","CITY",26836
"B3","HONDA","CIVIC",9430
"B3","HONDA","CR-V",4123
"B3","HONDA","CR-Z",222
"B3","HONDA","CROSSROAD",2
"B3","HONDA","ELYSION",8
"B3","HONDA","FIT",4
"B3","HONDA","FREED",136
"B3","HONDA","HR-V",6253
"B3","HONDA","INSIGHT",281
"B3","HONDA","INTEGRA",8
"B3","HONDA","JADE",7
"B3","HONDA","JAZZ",6595
"B3","HONDA","N-BOX",1
"B3","HONDA","ODYSSEY",276
"B3","HONDA","S660",3
"B3","HONDA","SHUTTLE",1
"B3","HONDA","STREAM",650
"B3","HONDA","WALD",15
"B3","HONDA","WR-V",291
"B3","HUMMER","H3",3
"B3","HYUNDAI","ACCENT",216
"B3","HYUNDAI","ELANTRA",297
"B3","HYUNDAI","GETZ",420
"B3","HYUNDAI","I10",17
"B3","HYUNDAI","I30",2
"B3","HYUNDAI","I40",12
"B3","HYUNDAI","IONIQ",56
"B3","HYUNDAI","KONA",11
"B3","HYUNDAI","MATRIX",97
"B3","HYUNDAI","SONATA",309
"B3","HYUNDAI","STARIA",20
"B3","HYUNDAI","TRAJET",22
"B3","HYUNDAI","TUCSON",371
"B3","HYUNDAI","VELOSTER",27
"B3","INFINITI","M25",1
"B3","INFINITI","Q50",3
"B3","INFINITI","QX70",1
"B3","INOKOM CORPORATION SDN. BHD.","ATOS",803
"B3","INOKOM CORPORATION SDN. BHD.","ELANTRA",589
"B3","INOKOM CORPORATION SDN. BHD.","GETZ",138
"B3","INOKOM CORPORATION SDN. BHD.","I10",273
"B3","INOKOM CORPORATION SDN. BHD.","MATRIX",490
"B3","ISUZU","TROOPER",13
"B3","JAGUAR","F-PACE",2
"B3","JAGUAR","S-TYPE",2
"B3","JAGUAR","XE",2
"B3","JAGUAR","XF",8
"B3","JAGUAR","XJ",2
"B3","JAGUAR","XJ6",3
"B3","JEEP","GLADIATOR",1
"B3","JEEP","WRANGLER",4
"B3","KIA","CARNIVAL",71
"B3","KIA","CERATO",609
"B3","KIA","FORTE",25
"B3","KIA","OPTIMA",84
"B3","KIA","PICANTO",463
"B3","KIA","PREGIO",34
"B3","KIA","RIA",1
"B3","KIA","RIO",334
"B3","KIA","ROCSTA",1
"B3","KIA","SORENTO",97
"B3","KIA","SPECTRA",44
"B3","KIA","SPORTAGE",309
"B3","LAMBORGHINI","GALLARDO",1
"B3","LAMBORGHINI","HURACAN",1
"B3","LAND ROVER","DEFENDER",9
"B3","LAND ROVER","FREELANDER",11
"B3","LAND ROVER","RANGER",2
"B3","LAND ROVER","WALD",2
"B3","LEXUS","CT200H",98
"B3","LEXUS","GS250",4
"B3","LEXUS","GS300",6
"B3","LEXUS","IS250",28
"B3","LEXUS","IS300",2
"B3","LEXUS","LS460",1
"B3","LEXUS","LX570",4
"B3","LEXUS","NX200T",27
"B3","LEXUS","NX300",27
"B3","LEXUS","NX350",1
"B3","LEXUS","RX200T",26
"B3","LEXUS","RX270",39
"B3","LEXUS","RX300",47
"B3","LEXUS","RX350",34
"B3","MASERATI","GHIBLI",7
"B3","MASERATI","LEVANTE",3
"B3","MAZDA","2",921
"B3","MAZDA","3",977
"B3","MAZDA","323",6
"B3","MAZDA","5",59
"B3","MAZDA","6",202
"B3","MAZDA","8",35
"B3","MAZDA","B2200",1
"B3","MAZDA","BIANTE",53
"B3","MAZDA","CX-3",125
"B3","MAZDA","CX-30",329
"B3","MAZDA","CX-5",900
"B3","MAZDA","CX-7",6
"B3","MAZDA","CX-8",119
"B3","MAZDA","CX-9",2
"B3","MAZDA","MX-5",1
"B3","MAZDA","PREMACY",3
"B3","MAZDA","ROADSTER",1
"B3","MAZDA","RX-8",12
"B3","MERCEDES BENZ","190E",5
"B3","MERCEDES BENZ","200",13
"B3","MERCEDES BENZ","230E",56
"B3","MERCEDES BENZ","260E",10
"B3","MERCEDES BENZ","290GD",1
"B3","MERCEDES BENZ","300CE",1
"B3","MERCEDES BENZ","A180",143
"B3","MERCEDES BENZ","A200",72
"B3","MERCEDES BENZ","A220",1
"B3","MERCEDES BENZ","A250",76
"B3","MERCEDES BENZ","B170",21
"B3","MERCEDES BENZ","B180",41
"B3","MERCEDES BENZ","B200",3
"B3","MERCEDES BENZ","C180",140
"B3","MERCEDES BENZ","C180-W203",26
"B3","MERCEDES BENZ","C180K",15
"B3","MERCEDES BENZ","C200",464
"B3","MERCEDES BENZ","C200K",64
"B3","MERCEDES BENZ","C220",14
"B3","MERCEDES BENZ","C230K",2
"B3","MERCEDES BENZ","C240",3
"B3","MERCEDES BENZ","C250",50
"B3","MERCEDES BENZ","C300",32
"B3","MERCEDES BENZ","CLA180",72
"B3","MERCEDES BENZ","CLA200",28
"B3","MERCEDES BENZ","CLA220",1
"B3","MERCEDES BENZ","CLA250",28
"B3","MERCEDES BENZ","CLK200K",1
"B3","MERCEDES BENZ","CLK240",3
"B3","MERCEDES BENZ","CLS350",19
"B3","MERCEDES BENZ","E200",129
"B3","MERCEDES BENZ","E200K",59
"B3","MERCEDES BENZ","E230",70
"B3","MERCEDES BENZ","E240",149
"B3","MERCEDES BENZ","E250",344
"B3","MERCEDES BENZ","E280",6
"B3","MERCEDES BENZ","E300",54
"B3","MERCEDES BENZ","E350",10
"B3","MERCEDES BENZ","E400",2
"B3","MERCEDES BENZ","GLA180",9
"B3","MERCEDES BENZ","GLA200",15
"B3","MERCEDES BENZ","GLA250",38
"B3","MERCEDES BENZ","GLC200",2
"B3","MERCEDES BENZ","GLC250",89
"B3","MERCEDES BENZ","GLC300",1
"B3","MERCEDES BENZ","GLE400",1
"B3","MERCEDES BENZ","GLE450",1
"B3","MERCEDES BENZ","GLE53",1
"B3","MERCEDES BENZ","ML350",6
"B3","MERCEDES BENZ","R350L",1
"B3","MERCEDES BENZ","S280",13
"B3","MERCEDES BENZ","S350",6
"B3","MERCEDES BENZ","S350L",3
"B3","MERCEDES BENZ","S400L",40
"B3","MERCEDES BENZ","SL320",1
"B3","MERCEDES BENZ","SLC180",1
"B3","MERCEDES BENZ","SLK200",12
"B3","MERCEDES BENZ","SLK200K",2
"B3","MERCEDES BENZ","SLK250",3
"B3","MERCEDES BENZ","VITO",2
"B3","MINI","CLUBMAN",2
"B3","MINI","COOPER",144
"B3","MINI","COUNTRYMAN",6
"B3","MINI","ONE",14
"B3","MITSUBISHI","AIRTREK",17
"B3","MITSUBISHI","ASX",475
"B3","MITSUBISHI","ATTRAGE",279
"B3","MITSUBISHI","COLT",6
"B3","MITSUBISHI","DELICA",8
"B3","MITSUBISHI","GRANDIS",93
"B3","MITSUBISHI","L200",21
"B3","MITSUBISHI","LANCER",367
"B3","MITSUBISHI","MIRAGE",260
"B3","MITSUBISHI","OUTLANDER",131
"B3","MITSUBISHI","P15VJLNRM",1
"B3","MITSUBISHI","PAJERO",292
"B3","MITSUBISHI","STORM",1
"B3","MITSUBISHI","TRITON",2021
"B3","MITSUBISHI","WALD",1
"B3","MITSUBISHI","XPANDER",1590
"B3","MITSUOKA MOTOR CO. LTD. JAPAN","HARRIER",1
"B3","NAZA","CITRA",1550
"B3","NAZA","FORTE",980
"B3","NAZA","PICANTO",41
"B3","NAZA","RIA",271
"B3","NAZA","SORENTO",30
"B3","NAZA","SURIA",141
"B3","NISSAN","ALMERA",8129
"B3","NISSAN","CEFIRO",208
"B3","NISSAN","ELGRAND",10
"B3","NISSAN","FRONTIER",292
"B3","NISSAN","GT-R",10
"B3","NISSAN","JUKE",9
"B3","NISSAN","LATIO",525
"B3","NISSAN","MARCH",2
"B3","NISSAN","MURANO",52
"B3","NISSAN","NAVARA",1121
"B3","NISSAN","SENTRA",1989
"B3","NISSAN","SERENA",801
"B3","NISSAN","SKYLINE",3
"B3","NISSAN","SUNNY",62
"B3","NISSAN","SYLPHY",723
"B3","NISSAN","TEANA",558
"B3","NISSAN","TERRANO",4
"B3","NISSAN","URVAN",62
"B3","NISSAN","VANETTE",1203
"B3","NISSAN","X-TRAIL",1563
"B3","PERODUA","ALZA",30295
"B3","PERODUA","ARUZ",6606
"B3","PERODUA","ATIVA",5969
"B3","PERODUA","AXIA",35038
"B3","PERODUA","BEZZA",27350
"B3","PERODUA","KANCIL",16887
"B3","PERODUA","KELISA",6571
"B3","PERODUA","KEMBARA",1502
"B3","PERODUA","KENARI",4695
"B3","PERODUA","MYVI",80295
"B3","PERODUA","RUSA",242
"B3","PERODUA","VIVA",19685
"B3","PEUGEOT","2008",65
"B3","PEUGEOT","207",91
"B3","PEUGEOT","208",188
"B3","PEUGEOT","3008",228
"B3","PEUGEOT","308",144
"B3","PEUGEOT","407",35
"B3","PEUGEOT","408",161
"B3","PEUGEOT","5008",39
"B3","PEUGEOT","508",91
"B3","PEUGEOT","LANDTREK",2
"B3","PEUGEOT","RCZ",9
"B3","PORSCHE","718",10
"B3","PORSCHE","911",10
"B3","PORSCHE","CAYENNE",60
"B3","PORSCHE","CAYMAN",19
"B3","PORSCHE","MACAN",35
"B3","PORSCHE","PANAMERA",11
"B3","PROTON","ARENA",66
"B3","PROTON","ERTIGA",742
"B3","PROTON","EXORA",8961
"B3","PROTON","GEN-2",3
"B3","PROTON","GEN2",207
"B3","PROTON","INSPIRA",938
"B3","PROTON","IRIZ",5116
"B3","PROTON","ISWARA",4148
"B3","PROTON","JUARA",45
"B3","PROTON","KANCIL",25
"B3","PROTON","KEMBARA",2
"B3","PROTON","KENARI",1
"B3","PROTON","PERDANA",848
"B3","PROTON","PERSONA",23078
"B3","PROTON","PREVE",3527
"B3","PROTON","PUTRA",7
"B3","PROTON","SAGA",44602
"B3","PROTON","SATRIA",2011
"B3","PROTON","SAVVY",107
"B3","PROTON","TIARA",1
"B3","PROTON","WAJA",8886
"B3","PROTON","WIRA",20880
"B3","PROTON","X50",5653
"B3","PROTON","X70",3137
"B3","PROTON","X90",108
"B3","RENAULT","CAPTUR",66
"B3","RENAULT","CLIO",8
"B3","RENAULT","FLUENCE",23
"B3","RENAULT","KANGOO",16
"B3","RENAULT","KOLEOS",10
"B3","RENAULT","MEGANE",1
"B3","ROVER","DEFENDER",1
"B3","ROVER","FREELANDER",1
"B3","SMART","CITY",3
"B3","SMART","FORFOUR",8
"B3","SMART","FORTWO",5
"B3","SMART","ROADSTER",2
"B3","SSANGYONG","ACTYON",2
"B3","SSANGYONG","STAVIC",9
"B3","SUBARU","BRZ",7
"B3","SUBARU","FORESTER",240
"B3","SUBARU","IMPREZA",14
"B3","SUBARU","LEVORG",1
"B3","SUBARU","WRX",1
"B3","SUBARU","XV",400
"B3","SUZUKI","ALTO",127
"B3","SUZUKI","APV",11
"B3","SUZUKI","JIMNY",75
"B3","SUZUKI","KIZASHI",2
"B3","SUZUKI","SJ410VR",2
"B3","SUZUKI","SWIFT",1809
"B3","SUZUKI","SX4",151
"B3","SUZUKI","VITARA",126
"B3","TOYOTA","86",62
"B3","TOYOTA","ALPHARD",1520
"B3","TOYOTA","AVANZA",8389
"B3","TOYOTA","C-HR",318
"B3","TOYOTA","CALDINA",116
"B3","TOYOTA","CAMRY",4999
"B3","TOYOTA","CELICA",23
"B3","TOYOTA","COROLLA",1850
"B3","TOYOTA","CORONA",8
"B3","TOYOTA","DYNA",1
"B3","TOYOTA","ESQUIRE",1
"B3","TOYOTA","ESTIMA",1975
"B3","TOYOTA","FORTUNER",762
"B3","TOYOTA","GR86",2
"B3","TOYOTA","GRANACE",1
"B3","TOYOTA","HARRIER",1317
"B3","TOYOTA","HIACE",351
"B3","TOYOTA","HILUX",9338
"B3","TOYOTA","INNOVA",2844
"B3","TOYOTA","IPSUM",9
"B3","TOYOTA","IS250",1
"B3","TOYOTA","LITEACE",112
"B3","TOYOTA","NADIA",5
"B3","TOYOTA","NOAH",20
"B3","TOYOTA","PREVIA",11
"B3","TOYOTA","PRIUS",549
"B3","TOYOTA","Q5",1
"B3","TOYOTA","RAV4",79
"B3","TOYOTA","ROOMY",1
"B3","TOYOTA","RUSH",1071
"B3","TOYOTA","SIENTA",229
"B3","TOYOTA","SPACIO",3
"B3","TOYOTA","SUPRA",2
"B3","TOYOTA","TANK",13
"B3","TOYOTA","UNSER",1816
"B3","TOYOTA","VANGUARD",3
"B3","TOYOTA","VELLFIRE",1732
"B3","TOYOTA","VELOZ",413
"B3","TOYOTA","VIOS",31001
"B3","TOYOTA","VOXY",142
"B3","TOYOTA","WALD",129
"B3","TOYOTA","WISH",2315
"B3","TOYOTA","YARIS",4267
"B3","VOLKSWAGEN","ARTEON",27
"B3","VOLKSWAGEN","BEETLE",208
"B3","VOLKSWAGEN","CC",71
"B3","VOLKSWAGEN","EOS",4
"B3","VOLKSWAGEN","GOLF",410
