BUATAN,TAHUN_DIBUAT,NAMA_MODEL_YANG_SEBENAR,Count(DOSM_ID),CAR_AGE,PRICE(RM)
HONDA,2013,ACCORD,3855,11,46798.32323
NISSAN,2013,ALMERA,26769,11,25689.86891
TOYOTA,2013,ALPHARD,963,11,104871.5758
SUZUKI,2013,ALTO,318,11,14800
PERODUA,2013,ALZA,42161,11,28261.97987
MITSUBISHI,2013,ASX,311,11,43490
MITSUBISHI,2013,ATTRAGE,2232,11,22146.45
TOYOTA,2013,AVANZA,6023,11,34533.94737
LAMBORGHINI,2013,AVENTADOR,25,11,1599305.458
MERCEDES BENZ,2013,B200,1,11,46654.46667
VOLKSWAGEN,2013,BEETLE,2151,11,55699.29565
PORSCHE,2013,BOXSTER,27,11,243800
SUBARU,2013,BRZ,67,11,93996
MERCEDES BENZ,2013,C180,255,11,56758.66667
MERCEDES BENZ,2013,C200,1508,11,46162.66667
TOYOTA,2013,CAMRY,4630,11,55773.87857
CHEVROLET,2013,CAPTIVA,49,11,22888
PORSCHE,2013,CAYENNE,158,11,137428.5714
PORSCHE,2013,CAYMAN,125,11,238724
VOLKSWAGEN,2013,CC,478,11,40766.08
KIA,2013,CERATO,1669,11,32218.58108
HONDA,2013,CITY,16514,11,33226.85065
HONDA,2013,CIVIC,10290,11,38719.81034
MERCEDES BENZ,2013,CLA180,107,11,92260
MERCEDES BENZ,2013,CLA250,132,11,111231.4444
MERCEDES BENZ,2013,CLS350,21,11,87133.33333
CHEVROLET,2013,COLORADO,935,11,33325
BMW,2013,COOPER,135,11,67903.85714
MINI,2013,COOPER,536,11,67903.85714
BMW,2013,COUNTRYMAN,5,11,63441.75
MINI,2013,COUNTRYMAN,49,11,63441.75
HONDA,2013,CR-V,7949,11,46469.78505
HONDA,2013,CR-Z,1635,11,43908.79798
BMW,2013,CROSSOVER,6,11,56800
MINI,2013,CROSSOVER,5,11,56800
TOYOTA,2013,CROWN,24,11,334333.3333
CHEVROLET,2013,CRUZE,335,11,16512.83333
LEXUS,2013,CT200H,638,11,53037.42105
MAZDA,2013,CX-5,1,11,46581.85
CITROEN,2013,DS5,3,11,34499
MERCEDES BENZ,2013,E200,838,11,79003.83333
MERCEDES BENZ,2013,E250,1796,11,93314.97403
CHERY,2013,EASTAR,460,11,15481.5
INOKOM CORPORATION SDN. BHD.,2013,ELANTRA,4703,11,28072.84545
NISSAN,2013,ELGRAND,62,11,79007.42857
CADILLAC,2013,ESCALADE,2,11,199000
TOYOTA,2013,ESTIMA,2816,11,94466.24419
PROTON,2013,EXORA,20319,11,22449.04225
FORD,2013,FIESTA,3473,11,18362.56471
FORD,2013,FOCUS,1515,11,18216.76471
SUBARU,2013,FORESTER,122,11,47560
NAZA,2013,FORTE,2693,11,21209.3125
TOYOTA,2013,FORTUNER,1623,11,64460.77419
HONDA,2013,FREED,1,11,39800
NISSAN,2013,FRONTIER,47,11,23999
INFINITI,2013,FX37,4,11,68500
MERCEDES BENZ,2013,G350,2,11,399066.6
LAMBORGHINI,2013,GALLARDO,6,11,763500
ROLLS ROYCE,2013,GHOST,21,11,882966.6667
VOLKSWAGEN,2013,GOLF,1973,11,59179.48148
LEXUS,2013,GS250,37,11,108229.3333
NISSAN,2013,GT-R,33,11,444680
TOYOTA,2013,HARRIER,115,11,61344
TOYOTA,2013,HIACE,810,11,75914
TOYOTA,2013,HILUX,17455,11,60336
LAMBORGHINI,2013,HURACAN,2,11,1029180
INOKOM CORPORATION SDN. BHD.,2013,I10,1215,11,13871.59091
HYUNDAI,2013,I40,86,11,28166.66667
SUBARU,2013,IMPREZA,30,11,89800
TOYOTA,2013,INNOVA,4432,11,38787.53846
HONDA,2013,INSIGHT,297,11,24479.86111
PROTON,2013,INSPIRA,2224,11,33868.42308
LEXUS,2013,IS250,73,11,126248.5714
HONDA,2013,JAZZ,6458,11,34257.90141
VOLKSWAGEN,2013,JETTA,397,11,26095.09091
SUZUKI,2013,JIMNY,76,11,78800
NISSAN,2013,JUKE,51,11,69800
SUZUKI,2013,KIZASHI,2,11,29999
FORD,2013,KUGA,955,11,26129.85714
MITSUBISHI,2013,LANCER,180,11,43213.6
NISSAN,2013,LATIO,79,11,27435
LEXUS,2013,LS460L,10,11,163133.3333
INFINITI,2013,M25,8,11,59000
BMW,2013,M5,20,11,235000
MITSUBISHI,2013,MIRAGE,2310,11,19937.57692
MERCEDES BENZ,2013,ML350,11,11,96800
FORD,2013,MONDEO,5,11,20156
MCLAREN,2013,MP4-12C,2,11,981000
FORD,2013,MUSTANG,4,11,188800
PERODUA,2013,MYVI,92542,11,25336.24352
NISSAN,2013,NAVARA,2730,11,39612.04
HONDA,2013,ODYSSEY,314,11,77433.17391
TOYOTA,2013,ODYSSEY,1,11,77433.17391
BMW,2013,ONE,3,11,54629
MINI,2013,ONE,93,11,54629
CHEVROLET,2013,ORLANDO,285,11,22591.66667
MINI,2013,PACEMAN,5,11,91150
PORSCHE,2013,PANAMERA,74,11,112044
VOLKSWAGEN,2013,PASSAT,1848,11,28929.53465
PROTON,2013,PERSONA,14209,11,15185.79452
KIA,2013,PICANTO,403,11,18947.31579
VOLKSWAGEN,2013,POLO,1806,11,21852.47826
KIA,2013,PREGIO,115,11,21800
PROTON,2013,PREVE,15858,11,20051.5034
TOYOTA,2013,PRIUS,4895,11,31113.94118
AUDI,2013,Q3,183,11,47014.66667
AUDI,2013,Q5,340,11,50321.2381
AUDI,2013,Q7,88,11,45888
MASERATI,2013,QUATTROPORTE,6,11,263999.5
FORD,2013,RANGER,4756,11,41975.94737
LAND ROVER,2013,RANGER,8,11,41975.94737
ROVER,2013,RANGER,1,11,41975.94737
KIA,2013,RIO,1408,11,25408.60784
AUDI,2013,RS5,2,11,206266
AUDI,2013,RS6,8,11,341900
TOYOTA,2013,RUSH,965,11,34360
LEXUS,2013,RX270,242,11,101021.7692
TOYOTA,2013,RX270,1,11,101021.7692
LEXUS,2013,RX350,206,11,89669.71429
MERCEDES BENZ,2013,S350L,1,11,73888
MERCEDES BENZ,2013,S400L,5,11,103000
AUDI,2013,S5,20,11,113450
MERCEDES BENZ,2013,S500L,3,11,232920
AUDI,2013,S6,1,11,129800
VOLVO,2013,S60,78,11,36533.33333
PROTON,2013,SAGA,60963,11,14323.44805
BISON,2013,SAVANNA,30,11,23800
VOLKSWAGEN,2013,SCIROCCO,167,11,63741.14286
NISSAN,2013,SENTRA,25,11,13888
NISSAN,2013,SERENA,395,11,49281.41463
VOLKSWAGEN,2013,SHARAN,184,11,41390.53846
MERCEDES BENZ,2013,SL350,20,11,197925
MERCEDES BENZ,2013,SLK200,100,11,108294.25
HYUNDAI,2013,SONATA,691,11,30011.21739
CHEVROLET,2013,SONIC,347,11,13920.14286
KIA,2013,SORENTO,441,11,34254.56522
KIA,2013,SPORTAGE,1250,11,34463.30612
SSANGYONG,2013,STAVIC,179,11,28079.8
HONDA,2013,STREAM,374,11,53154.35294
SUZUKI,2013,SWIFT,3689,11,27343.5
NISSAN,2013,SYLPHY,698,11,24261.05405
NISSAN,2013,TEANA,1401,11,30816.7451
CHERY,2013,TIGGO,13,11,14800
VOLKSWAGEN,2013,TIGUAN,259,11,32968.25
VOLKSWAGEN,2013,TOURAN,233,11,26810.66667
AUDI,2013,TT,32,11,157633
HYUNDAI,2013,TUCSON,922,11,31255.27778
NISSAN,2013,URVAN,494,11,58839
VOLVO,2013,V40,136,11,41750
AVELING BARFORD,2013,VELLFIRE,2,11,108066.0395
TOYOTA,2013,VELLFIRE,5555,11,108066.0395
HYUNDAI,2013,VELOSTER,311,11,35736
FOTON,2013,VIEW,47,11,25300
TOYOTA,2013,VIOS,25706,11,38205.33333
MERCEDES BENZ,2013,VITO,14,11,84800
PERODUA,2013,VIVA,46602,11,14182.13636
TOYOTA,2013,WISH,2510,11,68790.64865
ROLLS ROYCE,2013,WRAITH,9,11,991629.3333
CHRYSLER,2013,WRANGLER,9,11,205250
JEEP,2013,WRANGLER,11,11,205250
NISSAN,2013,X-TRAIL,313,11,24550
BMW,2013,X1,494,11,40314.03704
BMW,2013,X3,254,11,54832.25
BMW,2013,X5,56,11,75466.66667
BMW,2013,X6,83,11,99221.875
VOLVO,2013,XC60,105,11,49800
JAGUAR,2013,XF,81,11,74300
JAGUAR,2013,XJ,46,11,109200
BMW,2014,116I,143,10,44748.375
BMW,2014,118I,267,10,49932.1
MAZDA,2014,2,179,10,32867.5
PEUGEOT,2014,2008,403,10,20694.875
PEUGEOT,2014,208,1913,10,20763.63636
MAZDA,2014,3,1619,10,45864.37374
PEUGEOT,2014,3008,371,10,21084.42105
PEUGEOT,2014,308,109,10,16900
BMW,2014,316I,980,10,54164.90196
BMW,2014,320D,227,10,80119.93333
BMW,2014,320I,1738,10,67420.01527
BMW,2014,328I,753,10,87783.26471
BMW,2014,335I,2,10,168000
PEUGEOT,2014,408,959,10,16096.88889
BMW,2014,420I,88,10,219900
BMW,2014,428I,163,10,112498.8571
MAZDA,2014,5,111,10,44964.8
PEUGEOT,2014,508,474,10,23464.05556
BMW,2014,520D,147,10,83983
BMW,2014,520I,567,10,85924.92063
BMW,2014,528I,774,10,104785.0921
BMW,2014,6,1,10,53914.8
MAZDA,2014,6,776,10,53914.8
MCLAREN,2014,650S,9,10,509333.3333
BMW,2014,730LI,60,10,86700
BMW,2014,740LI,14,10,82581.33333
MAZDA,2014,8,83,10,55750
TOYOTA,2014,86,216,10,112470.1667
PORSCHE,2014,911,70,10,636700
MERCEDES BENZ,2014,A180,849,10,80384.72727
MERCEDES BENZ,2014,A200,333,10,77444.36364
MERCEDES BENZ,2014,A250,978,10,101353.1569
AUDI,2014,A3,240,10,46321.26087
AUDI,2014,A4,428,10,52953.70175
AUDI,2014,A5,107,10,82527.125
AUDI,2014,A6,120,10,52445.27586
AUDI,2014,A7,13,10,125400
AUDI,2014,A8,3,10,122800
HONDA,2014,ACCORD,10043,10,56118.90805
NISSAN,2014,ALMERA,23084,10,26853.96341
TOYOTA,2014,ALPHARD,919,10,113990.7755
PERODUA,2014,ALZA,53748,10,34562.2303
MITSUBISHI,2014,ASX,3165,10,42406.56977
MITSUBISHI,2014,ATTRAGE,1000,10,23106.8
TOYOTA,2014,AVANZA,4341,10,39260.58696
LAMBORGHINI,2014,AVENTADOR,11,10,1450000
PERODUA,2014,AXIA,27637,10,23687.63855
MERCEDES BENZ,2014,B200,26,10,51677.73333
VOLKSWAGEN,2014,BEETLE,1157,10,59275.79661
MAZDA,2014,BIANTE,1359,10,54738.16901
PORSCHE,2014,BOXSTER,10,10,248000
SUBARU,2014,BRZ,45,10,92888
MERCEDES BENZ,2014,C180,332,10,103464
AVELING BARFORD,2014,C200,1,10,103346
MERCEDES BENZ,2014,C200,1127,10,103346
MERCEDES BENZ,2014,C250,12,10,112636
CHEVROLET,2014,CAMARO,3,10,248000
TOYOTA,2014,CAMRY,4691,10,65366.9913
CHEVROLET,2014,CAPTIVA,2,10,21900
PORSCHE,2014,CAYENNE,102,10,181220
PORSCHE,2014,CAYMAN,121,10,222529.8462
VOLKSWAGEN,2014,CC,135,10,40777.44444
KIA,2014,CERATO,3882,10,33986.84314
HONDA,2014,CITY,34273,10,41615.30677
HONDA,2014,CIVIC,4207,10,41541.52518
MERCEDES BENZ,2014,CLA180,221,10,103059.8
MERCEDES BENZ,2014,CLA250,177,10,116264.7692
RENAULT,2014,CLIO,69,10,67166
MERCEDES BENZ,2014,CLS350,7,10,108800
CHEVROLET,2014,COLORADO,291,10,42447.5
BMW,2014,COOPER,141,10,103167.7647
MINI,2014,COOPER,642,10,103167.7647
BMW,2014,COUNTRYMAN,5,10,68468.23077
MINI,2014,COUNTRYMAN,45,10,68468.23077
HONDA,2014,CR-V,5291,10,50456.76984
CHEVROLET,2014,CRUZE,35,10,13888
MAZDA,2014,CX-5,1,10,52052.72414
LAND ROVER,2014,DEFENDER,68,10,208400
CITROEN,2014,DS3,84,10,24300
MERCEDES BENZ,2014,E200,638,10,87127.13793
MERCEDES BENZ,2014,E250,1713,10,106858.5133
MERCEDES BENZ,2014,E300,139,10,63943.5
MERCEDES BENZ,2014,E400,7,10,114866.6667
CHERY,2014,EASTAR,147,10,14762.5
FORD,2014,ECOSPORT,1030,10,21759.11111
INOKOM CORPORATION SDN. BHD.,2014,ELANTRA,2849,10,30754.64286
NISSAN,2014,ELGRAND,52,10,103772.125
TOYOTA,2014,ES250,1,10,93457.4717
TOYOTA,2014,ESTIMA,1886,10,105802.7879
PROTON,2014,EXORA,12131,10,25162.82979
FORD,2014,FIESTA,1440,10,22400.60274
RENAULT,2014,FLUENCE,145,10,17441.66667
FORD,2014,FOCUS,754,10,23595.575
SUBARU,2014,FORESTER,141,10,50136.55556
TOYOTA,2014,FORTUNER,1230,10,69444.96552
MERCEDES BENZ,2014,G350,14,10,406500
MASERATI,2014,GHIBLI,62,10,169756.4
ROLLS ROYCE,2014,GHOST,11,10,927960
MERCEDES BENZ,2014,GL350,1,10,182371.4286
MERCEDES BENZ,2014,GLA180,27,10,93800
MERCEDES BENZ,2014,GLA250,158,10,104693.4375
VOLKSWAGEN,2014,GOLF,314,10,84960
MASERATI,2014,GRANTURISMO,3,10,269999
NISSAN,2014,GT-R,26,10,456722
TOYOTA,2014,HARRIER,3588,10,100611.2876
TOYOTA,2014,HIACE,906,10,71625.29412
TOYOTA,2014,HILUX,15770,10,65585.63462
LAMBORGHINI,2014,HURACAN,40,10,1028868.576
INOKOM CORPORATION SDN. BHD.,2014,I10,1143,10,14675
HYUNDAI,2014,I30,75,10,32800
HYUNDAI,2014,I40,324,10,34901.92105
SUBARU,2014,IMPREZA,35,10,117800
TOYOTA,2014,INNOVA,3726,10,45570.07692
PROTON,2014,INSPIRA,569,10,34662.07692
PROTON,2014,IRIZ,6967,10,21407.15789
LEXUS,2014,IS250,34,10,138999
HONDA,2014,JAZZ,14630,10,43154.44369
VOLKSWAGEN,2014,JETTA,1881,10,29707.48
RENAULT,2014,KOLEOS,41,10,25853
FORD,2014,KUGA,420,10,29134.53333
MITSUBISHI,2014,LANCER,643,10,58321.42857
NISSAN,2014,LATIO,122,10,26560
LEXUS,2014,LX570,7,10,268000
BMW,2014,M4,37,10,256008.8
GREAT WALL,2014,M4,95,10,256008.8
BMW,2014,M5,6,10,233000
BMW,2014,M6,9,10,358888
PORSCHE,2014,MACAN,208,10,200499.8837
CHEVROLET,2014,MALIBU,89,10,23888
RENAULT,2014,MEGANE,3,10,76888
MITSUBISHI,2014,MIRAGE,580,10,21410.66667
MERCEDES BENZ,2014,ML350,1,10,131350
PERODUA,2014,MYVI,77287,10,26616.84985
NISSAN,2014,NAVARA,2308,10,40843.26667
NISSAN,2014,NV200,2,10,34150
LEXUS,2014,NX200T,169,10,149124.75
AVELING BARFORD,2014,ODYSSEY,1,10,95746.40476
HONDA,2014,ODYSSEY,1091,10,95746.40476
TOYOTA,2014,ODYSSEY,1,10,95746.40476
BMW,2014,PACEMAN,3,10,88800
MINI,2014,PACEMAN,8,10,88800
PORSCHE,2014,PANAMERA,43,10,230490.0667
VOLKSWAGEN,2014,PASSAT,1349,10,32479.33929
PROTON,2014,PERDANA,1579,10,40523.6
PROTON,2014,PERSONA,18156,10,17062.52174
KIA,2014,PICANTO,1527,10,22198.56757
VOLKSWAGEN,2014,POLO,3714,10,21873.7619
KIA,2014,PREGIO,62,10,31967
PROTON,2014,PREVE,9428,10,22661.84733
TOYOTA,2014,PREVIA,333,10,98774.5
AUDI,2014,Q3,205,10,55315.4375
AUDI,2014,Q5,292,10,60465.66667
INFINITI,2014,Q50,73,10,61819.10526
AUDI,2014,Q7,41,10,59939
MASERATI,2014,QUATTROPORTE,16,10,211933.3333
FORD,2014,RANGER,7491,10,46569.07792
LAND ROVER,2014,RANGER,7,10,46569.07792
ROVER,2014,RANGER,1,10,46569.07792
KIA,2014,RIO,1416,10,26497.56164
AUDI,2014,RS6,5,10,458592
TOYOTA,2014,RUSH,488,10,38633.33333
LEXUS,2014,RX270,189,10,103166.6667
TOYOTA,2014,RX270,1,10,103166.6667
LEXUS,2014,RX350,229,10,114065.55
MERCEDES BENZ,2014,S400L,395,10,120766.2128
MERCEDES BENZ,2014,S500L,8,10,272766.4167
VOLVO,2014,S60,11,10,42575
PROTON,2014,SAGA,52865,10,15033.03049
NISSAN,2014,SERENA,25,10,52124.19048
VOLKSWAGEN,2014,SHARAN,3,10,45942.14286
MERCEDES BENZ,2014,SL350,19,10,221250
MERCEDES BENZ,2014,SLK200,122,10,125800
HYUNDAI,2014,SONATA,554,10,35779.05
KIA,2014,SORENTO,418,10,39299.70968
KIA,2014,SPORTAGE,1011,10,38303.97674
HONDA,2014,STREAM,43,10,58842
SUZUKI,2014,SWIFT,3143,10,31362.71186
NISSAN,2014,SYLPHY,2028,10,32807.78704
NISSAN,2014,TEANA,1776,10,43639.10606
VOLKSWAGEN,2014,TIGUAN,330,10,40737.72222
FORD,2014,TRANSIT,17,10,61800
MITSUBISHI,2014,TRITON,1,10,43040.85
HYUNDAI,2014,TUCSON,836,10,37187.33333
NISSAN,2014,URVAN,187,10,63800
VOLVO,2014,V40,213,10,49882.91667
VOLVO,2014,V60,3,10,54900
TOYOTA,2014,VELLFIRE,3236,10,116778.2035
HYUNDAI,2014,VELOSTER,52,10,39299.75
TOYOTA,2014,VIOS,39089,10,43526.34498
MERCEDES BENZ,2014,VITO,4,10,88800
PERODUA,2014,VIVA,25024,10,15507.89474
TOYOTA,2014,VOXY,132,10,98888
TOYOTA,2014,WISH,1894,10,71645.84615
ROLLS ROYCE,2014,WRAITH,7,10,981993.3333
CHRYSLER,2014,WRANGLER,7,10,195000
JEEP,2014,WRANGLER,41,10,195000
SUBARU,2014,WRX,2,10,108888
NISSAN,2014,X-TRAIL,25,10,25800
BMW,2014,X1,330,10,54918.71429
BMW,2014,X3,338,10,63396.52381
BMW,2014,X4,53,10,115958.3333
BMW,2014,X5,180,10,113764.6667
BMW,2014,X6,16,10,96552
VOLVO,2014,XC60,88,10,66166.66667
JAGUAR,2014,XF,132,10,72899.5
SUBARU,2014,XV,1,10,38356.69136
BMW,2014,Z4,7,10,128799.8182
BMW,2015,118I,65,9,58699.28571
BMW,2015,120I,128,9,78709.09091
MAZDA,2015,2,4362,9,44806.92544
PEUGEOT,2015,2008,114,9,25397.2
PEUGEOT,2015,208,582,9,20834.6
BMW,2015,218I,263,9,56738.86364
BMW,2015,220I,177,9,59364.72222
MAZDA,2015,3,2315,9,52456.65891
PEUGEOT,2015,3008,158,9,26634.66667
PEUGEOT,2015,308,304,9,36514.75
BMW,2015,316I,717,9,61071.375
BMW,2015,318I,161,9,68024.25
BMW,2015,320D,170,9,87212.4375
BMW,2015,320I,1624,9,83513.97143
BMW,2015,328I,434,9,96736.4
BMW,2015,330I,103,9,115657.1429
PEUGEOT,2015,408,193,9,15486.22222
BMW,2015,420I,60,9,111350
BMW,2015,428I,106,9,130993.4286
MAZDA,2015,5,41,9,53800
PEUGEOT,2015,508,194,9,32292.94737
BMW,2015,520I,473,9,89581.38
BMW,2015,528I,596,9,118844.3563
BMW,2015,730LI,63,9,99800
BMW,2015,740LI,13,9,106900
MAZDA,2015,8,25,9,59980
TOYOTA,2015,86,186,9,113133.3333
PORSCHE,2015,911,58,9,775012.2353
MERCEDES BENZ,2015,A180,633,9,96533.61538
MERCEDES BENZ,2015,A200,325,9,96257.47727
MERCEDES BENZ,2015,A250,576,9,112006.2113
AUDI,2015,A3,314,9,55535.6
AUDI,2015,A4,273,9,63244.44444
AUDI,2015,A5,44,9,107226
AUDI,2015,A6,128,9,77443.27273
AUDI,2015,A8,4,9,233196
HONDA,2015,ACCORD,5861,9,60358.91284
NISSAN,2015,ALMERA,20584,9,32764.18182
TOYOTA,2015,ALPHARD,3718,9,180594.15
PERODUA,2015,ALZA,37118,9,36946.4625
MITSUBISHI,2015,ASX,2260,9,46499.01299
MITSUBISHI,2015,ATTRAGE,576,9,22344
TOYOTA,2015,AVANZA,4333,9,41534.48148
PERODUA,2015,AXIA,94439,9,24820.29126
MERCEDES BENZ,2015,B200,114,9,74281.5625
VOLKSWAGEN,2015,BEETLE,287,9,65820.21053
PORSCHE,2015,BOXSTER,9,9,298800
MERCEDES BENZ,2015,C180,330,9,107431.1429
AVELING BARFORD,2015,C200,2,9,119663.7681
MERCEDES BENZ,2015,C200,676,9,119663.7681
MERCEDES BENZ,2015,C250,65,9,127432.5306
MERCEDES BENZ,2015,C300,2,9,142466.6667
FERRARI,2015,CALIFORNIA,12,9,814666.6667
TOYOTA,2015,CAMRY,5924,9,75986.04981
RENAULT,2015,CAPTUR,48,9,27800
PORSCHE,2015,CAYENNE,126,9,242812.375
PORSCHE,2015,CAYMAN,62,9,238000
KIA,2015,CERATO,1841,9,36043.66667
JEEP,2015,CHEROKEE,3,9,119800
HONDA,2015,CITY,36099,9,44611.30751
HONDA,2015,CIVIC,3751,9,58460
MERCEDES BENZ,2015,CLA180,405,9,106723.48
MERCEDES BENZ,2015,CLA250,179,9,122565.6667
RENAULT,2015,CLIO,16,9,39990
MERCEDES BENZ,2015,CLS400,15,9,172000
CHEVROLET,2015,COLORADO,210,9,46533.33333
CHEVROLET,2015,CORVETTE,1,9,580533.3333
MINI,2015,COUNTRYMAN,24,9,84754.80952
HONDA,2015,CR-V,7174,9,61921.32164
CHEVROLET,2015,CRUZE,67,9,19888
LAND ROVER,2015,DEFENDER,97,9,224048
CITROEN,2015,DS3,35,9,33444
MERCEDES BENZ,2015,E200,103,9,98822
MERCEDES BENZ,2015,E250,521,9,112326.1875
MERCEDES BENZ,2015,E300,1723,9,65435.05128
MERCEDES BENZ,2015,E400,2,9,134400
FORD,2015,ECOSPORT,261,9,23429.33333
HYUNDAI,2015,ELANTRA,3163,9,33934.64706
INOKOM CORPORATION SDN. BHD.,2015,ELANTRA,83,9,33934.64706
NISSAN,2015,ELGRAND,23,9,106750
TOYOTA,2015,ESTIMA,1026,9,117627.4516
PROTON,2015,EXORA,12389,9,28298.61333
JAGUAR,2015,F-TYPE,2,9,352800
FORD,2015,FIESTA,589,9,25127.86842
RENAULT,2015,FLUENCE,254,9,15710
FORD,2015,FOCUS,125,9,26720.86364
SUBARU,2015,FORESTER,47,9,51295.33333
TOYOTA,2015,FORTUNER,803,9,78493
SMART,2015,FORTWO,5,9,77500
MERCEDES BENZ,2015,G350,14,9,498444
HYUNDAI,2015,GENESIS,2,9,89800
MASERATI,2015,GHIBLI,97,9,192894.975
ROLLS ROYCE,2015,GHOST,15,9,954800
MERCEDES BENZ,2015,GLA180,144,9,101352.2857
MERCEDES BENZ,2015,GLA200,1,9,92647.88571
MERCEDES BENZ,2015,GLA250,507,9,109876.0923
MERCEDES BENZ,2015,GLE400,10,9,153106.2857
MERCEDES BENZ,2015,GLE450,19,9,254858.25
VOLKSWAGEN,2015,GOLF,219,9,129416.5
MASERATI,2015,GRANTURISMO,3,9,338962.6667
NISSAN,2015,GT-R,20,9,502433.1667
TOYOTA,2015,HARRIER,2579,9,107916.2643
TOYOTA,2015,HIACE,818,9,84472.54167
TOYOTA,2015,HILUX,19454,9,71530.06494
HONDA,2015,HR-V,18481,9,57374.59531
LAMBORGHINI,2015,HURACAN,28,9,1008581.818
BMW,2015,I8,38,9,417137.6
SUBARU,2015,IMPREZA,32,9,127800
TOYOTA,2015,INNOVA,2671,9,50722.72727
PROTON,2015,INSPIRA,671,9,41785.5
PROTON,2015,IRIZ,25381,9,23091.79752
LEXUS,2015,IS250,24,9,155999
HONDA,2015,JADE,117,9,88221.33333
HONDA,2015,JAZZ,16166,9,50038.87866
VOLKSWAGEN,2015,JETTA,927,9,31497.46939
SUZUKI,2015,JIMNY,77,9,78591.66667
FORD,2015,KUGA,43,9,33124.625
MITSUBISHI,2015,LANCER,340,9,65088.81818
LEXUS,2015,LX570,14,9,334400
BMW,2015,M235I,5,9,155000
BMW,2015,M4,62,9,266180.6667
GREAT WALL,2015,M4,820,9,266180.6667
GREEN ORANGES,2015,M4,1,9,266180.6667
PORSCHE,2015,MACAN,485,9,220218.4565
CHEVROLET,2015,MALIBU,205,9,29800
RENAULT,2015,MEGANE,23,9,97999.5
MITSUBISHI,2015,MIRAGE,639,9,25396.57143
FORD,2015,MUSTANG,25,9,177300
PERODUA,2015,MYVI,73012,9,31045.11043
NISSAN,2015,NAVARA,2247,9,51211.3125
TOYOTA,2015,NOAH,21,9,150000
AUDI,2015,NX200T,1,9,146902.75
LEXUS,2015,NX200T,429,9,146902.75
HONDA,2015,ODYSSEY,397,9,105030.6522
TOYOTA,2015,ODYSSEY,1,9,105030.6522
PORSCHE,2015,PANAMERA,18,9,288000
VOLKSWAGEN,2015,PASSAT,798,9,34514.30159
PROTON,2015,PERDANA,848,9,36888.96154
PROTON,2015,PERSONA,4288,9,21331.81818
KIA,2015,PICANTO,694,9,21973.34043
VOLKSWAGEN,2015,POLO,2729,9,26062.11111
PROTON,2015,PREVE,9256,9,24185.79104
TOYOTA,2015,PREVIA,43,9,113591.6667
AUDI,2015,Q3,99,9,67858.33333
AUDI,2015,Q5,233,9,68520
INFINITI,2015,Q50,74,9,59800
AUDI,2015,Q7,56,9,164800
INFINITI,2015,QX70,15,9,88800
AUDI,2015,R8,2,9,1344369
FORD,2015,RANGER,5372,9,54493.24272
LAND ROVER,2015,RANGER,4,9,54493.24272
KIA,2015,RIO,608,9,31595.34783
AUDI,2015,RS7,1,9,424629.3333
TOYOTA,2015,RUSH,194,9,38425
LEXUS,2015,RX200T,21,9,178050
LEXUS,2015,RX270,16,9,136888
LEXUS,2015,RX350,38,9,172655.2
AUDI,2015,S3,3,9,199000
MERCEDES BENZ,2015,S400L,1277,9,131373.0818
AUDI,2015,S5,6,9,127999
MERCEDES BENZ,2015,S500L,8,9,260207.25
VOLVO,2015,S60,17,9,49794
MERCEDES BENZ,2015,S600,1,9,1005750
HONDA,2015,S660,25,9,108800
PROTON,2015,SAGA,35401,9,16413.16556
HONDA,2015,SHUTTLE,3,9,81545.45455
MERCEDES BENZ,2015,SL400,4,9,177000
MERCEDES BENZ,2015,SLK200,48,9,139777
HYUNDAI,2015,SONATA,624,9,43692.48485
CHEVROLET,2015,SONIC,23,9,11800
KIA,2015,SORENTO,219,9,40611.06667
KIA,2015,SPORTAGE,489,9,40062.43478
SUZUKI,2015,SWIFT,2096,9,36843.50877
NISSAN,2015,SYLPHY,75,9,32755.87097
NISSAN,2015,TEANA,1509,9,49779.07792
MITSUBISHI,2015,TRITON,4863,9,58865.86667
AUDI,2015,TT,111,9,156450
HYUNDAI,2015,TUCSON,472,9,40896.2
VOLVO,2015,V40,328,9,49353.30769
AVELING BARFORD,2015,VELLFIRE,2,9,167747.9066
TOYOTA,2015,VELLFIRE,7695,9,167747.9066
HYUNDAI,2015,VELOSTER,248,9,51604.16667
FOTON,2015,VIEW,38,9,38800
TOYOTA,2015,VIOS,33191,9,46472.74664
TOYOTA,2015,VOXY,321,9,102268.4
TOYOTA,2015,WISH,1329,9,84434.10345
CHRYSLER,2015,WRANGLER,2,9,220800
JEEP,2015,WRANGLER,52,9,220800
SUBARU,2015,WRX,11,9,121888
AUDI,2015,X-TRAIL,1,9,52928.95946
NISSAN,2015,X-TRAIL,6901,9,52928.95946
BMW,2015,X1,240,9,73583.05263
BMW,2015,X3,249,9,71744.66667
BMW,2015,X4,213,9,115848.64
BMW,2015,X5,149,9,126434.3
BMW,2015,X6,151,9,182686.4444
VOLVO,2015,XC60,164,9,79862.5
VOLVO,2015,XC90,40,9,145433.3333
JAGUAR,2015,XE,13,9,98000
JAGUAR,2015,XF,17,9,147000
JAGUAR,2015,XJ,3,9,75000
SUBARU,2015,XV,54,9,39102.5625
BMW,2016,118I,452,8,71246.5102
BMW,2016,120I,192,8,86753.08333
MAZDA,2016,2,2320,8,45583.68056
