BUATAN,NAMA_MODEL_YANG_SEBENAR,TAHUN_DIBUAT,KUMPULAN_PENDAPATAN,Count(NO_IR)
HONDA,JADE,2015,P1,10
HONDA,JADE,2016,P1,13
HONDA,JADE,2018,P1,5
HONDA,JADE,2019,P1,6
HONDA,JAZZ,2003,P1,401
HONDA,JAZZ,2004,P1,722
HONDA,JAZZ,2005,P1,515
HONDA,JAZZ,2006,P1,330
HONDA,JAZZ,2008,P1,312
HONDA,JAZZ,2009,P1,30
HONDA,JAZZ,2010,P1,104
HONDA,JAZZ,2011,P1,60
HONDA,JAZZ,2012,P1,447
HONDA,JAZZ,2013,P1,679
HONDA,JAZZ,2014,P1,1552
HONDA,JAZZ,2015,P1,1741
HONDA,JAZZ,2016,P1,1803
HONDA,JAZZ,2017,P1,1390
HONDA,JAZZ,2018,P1,1324
HONDA,JAZZ,2019,P1,1343
HONDA,JAZZ,2020,P1,393
HONDA,JAZZ,2021,P1,458
HONDA,N-BOX,2018,P1,7
HONDA,NSX,2017,P1,1
HONDA,ODYSSEY,1997,P1,102
HONDA,ODYSSEY,2000,P1,93
HONDA,ODYSSEY,2001,P1,37
HONDA,ODYSSEY,2002,P1,54
HONDA,ODYSSEY,2003,P1,44
HONDA,ODYSSEY,2004,P1,217
HONDA,ODYSSEY,2005,P1,193
HONDA,ODYSSEY,2006,P1,112
HONDA,ODYSSEY,2007,P1,75
HONDA,ODYSSEY,2008,P1,98
HONDA,ODYSSEY,2009,P1,102
HONDA,ODYSSEY,2010,P1,66
HONDA,ODYSSEY,2011,P1,42
HONDA,ODYSSEY,2012,P1,14
HONDA,ODYSSEY,2013,P1,20
HONDA,ODYSSEY,2014,P1,77
HONDA,ODYSSEY,2015,P1,32
HONDA,ODYSSEY,2016,P1,26
HONDA,ODYSSEY,2017,P1,29
HONDA,ODYSSEY,2018,P1,15
HONDA,ODYSSEY,2019,P1,14
HONDA,ODYSSEY,2020,P1,3
HONDA,ODYSSEY,2021,P1,1
HONDA,ODYSSEY,2022,P1,1
HONDA,S2000,1999,P1,2
HONDA,S2000,2000,P1,1
HONDA,S2000,2003,P1,2
HONDA,S660,2018,P1,2
HONDA,S660,2019,P1,2
HONDA,SHUTTLE,2015,P1,1
HONDA,SHUTTLE,2016,P1,1
HONDA,STREAM,2001,P1,131
HONDA,STREAM,2002,P1,168
HONDA,STREAM,2003,P1,391
HONDA,STREAM,2004,P1,186
HONDA,STREAM,2005,P1,181
HONDA,STREAM,2006,P1,76
HONDA,STREAM,2007,P1,136
HONDA,STREAM,2008,P1,352
HONDA,STREAM,2009,P1,134
HONDA,STREAM,2010,P1,204
HONDA,STREAM,2011,P1,88
HONDA,STREAM,2012,P1,72
HONDA,STREAM,2013,P1,28
HONDA,STREAM,2014,P1,3
HONDA,WALD,2005,P1,16
HONDA,WR-V,2023,P1,631
HUMMER,H2,2012,P1,1
HUMMER,H3,2008,P1,7
HUMMER,H3,2009,P1,3
HYUNDAI,ACCENT,2004,P1,866
HYUNDAI,ACCENT,2006,P1,252
HYUNDAI,ACCENT,2008,P1,146
HYUNDAI,ACCENT,2009,P1,59
HYUNDAI,ACCENT,2011,P1,73
HYUNDAI,ATOS,2003,P1,2
HYUNDAI,ATOS,2004,P1,2
HYUNDAI,ELANTRA,2001,P1,33
HYUNDAI,ELANTRA,2002,P1,41
HYUNDAI,ELANTRA,2004,P1,89
HYUNDAI,ELANTRA,2005,P1,79
HYUNDAI,ELANTRA,2008,P1,90
HYUNDAI,ELANTRA,2009,P1,34
HYUNDAI,ELANTRA,2015,P1,854
HYUNDAI,ELANTRA,2016,P1,21
HYUNDAI,ELANTRA,2019,P1,23
HYUNDAI,GETZ,2003,P1,182
HYUNDAI,GETZ,2004,P1,1121
HYUNDAI,GETZ,2005,P1,1054
HYUNDAI,GETZ,2006,P1,62
HYUNDAI,I10,2008,P1,58
HYUNDAI,I30,2014,P1,8
HYUNDAI,I40,2013,P1,10
HYUNDAI,I40,2014,P1,52
HYUNDAI,IONIQ,2017,P1,80
HYUNDAI,IONIQ,2018,P1,23
HYUNDAI,IONIQ,2019,P1,24
HYUNDAI,KONA,2020,P1,4
HYUNDAI,KONA,2021,P1,7
HYUNDAI,KONA,2022,P1,1
HYUNDAI,MATRIX,2004,P1,360
HYUNDAI,MATRIX,2005,P1,742
HYUNDAI,PICANTO,2005,P1,1
HYUNDAI,SONATA,2004,P1,22
HYUNDAI,SONATA,2005,P1,6
HYUNDAI,SONATA,2007,P1,29
HYUNDAI,SONATA,2010,P1,263
HYUNDAI,SONATA,2011,P1,399
HYUNDAI,SONATA,2012,P1,187
HYUNDAI,SONATA,2013,P1,117
HYUNDAI,SONATA,2014,P1,79
HYUNDAI,SONATA,2015,P1,82
HYUNDAI,SONATA,2020,P1,4
HYUNDAI,STARIA,2022,P1,17
HYUNDAI,STARIA,2023,P1,91
HYUNDAI,TRAJET,2005,P1,106
HYUNDAI,TUCSON,2005,P1,109
HYUNDAI,TUCSON,2010,P1,231
HYUNDAI,TUCSON,2011,P1,244
HYUNDAI,TUCSON,2012,P1,185
HYUNDAI,TUCSON,2013,P1,131
HYUNDAI,TUCSON,2014,P1,106
HYUNDAI,TUCSON,2015,P1,51
HYUNDAI,TUCSON,2016,P1,86
HYUNDAI,TUCSON,2017,P1,30
HYUNDAI,TUCSON,2018,P1,31
HYUNDAI,TUCSON,2019,P1,15
HYUNDAI,VELOSTER,2013,P1,37
HYUNDAI,VELOSTER,2014,P1,12
HYUNDAI,VELOSTER,2015,P1,42
INFINITI,EX37,2011,P1,1
INFINITI,FX37,2012,P1,3
INFINITI,M25,2013,P1,1
INFINITI,Q50,2014,P1,8
INFINITI,Q50,2015,P1,5
INFINITI,QX70,2015,P1,2
INOKOM CORPORATION SDN. BHD.,ACCENT,2004,P1,1
INOKOM CORPORATION SDN. BHD.,ATOS,2003,P1,1786
INOKOM CORPORATION SDN. BHD.,ATOS,2004,P1,1634
INOKOM CORPORATION SDN. BHD.,ATOS,2005,P1,1361
INOKOM CORPORATION SDN. BHD.,ATOS,2006,P1,1
INOKOM CORPORATION SDN. BHD.,ELANTRA,2012,P1,397
INOKOM CORPORATION SDN. BHD.,ELANTRA,2013,P1,624
INOKOM CORPORATION SDN. BHD.,ELANTRA,2014,P1,397
INOKOM CORPORATION SDN. BHD.,ELANTRA,2015,P1,18
INOKOM CORPORATION SDN. BHD.,ELANTRA,2016,P1,7
INOKOM CORPORATION SDN. BHD.,GETZ,2006,P1,244
INOKOM CORPORATION SDN. BHD.,GETZ,2008,P1,710
INOKOM CORPORATION SDN. BHD.,I10,2011,P1,300
INOKOM CORPORATION SDN. BHD.,I10,2012,P1,311
INOKOM CORPORATION SDN. BHD.,I10,2013,P1,207
INOKOM CORPORATION SDN. BHD.,I10,2014,P1,141
INOKOM CORPORATION SDN. BHD.,I10,2016,P1,11
INOKOM CORPORATION SDN. BHD.,MATRIX,2004,P1,1420
INOKOM CORPORATION SDN. BHD.,MATRIX,2005,P1,2742
INOKOM CORPORATION SDN. BHD.,MATRIX,2006,P1,560
INOKOM CORPORATION SDN. BHD.,MATRIX,2007,P1,801
INOKOM CORPORATION SDN. BHD.,MATRIX,2008,P1,313
ISUZU,D-MAX,2009,P1,1
ISUZU,D-MAX,2010,P1,1
ISUZU,TROOPER,1997,P1,153
ISUZU,TROOPER,2003,P1,1
JAGUAR,F-PACE,2016,P1,2
JAGUAR,F-PACE,2018,P1,5
JAGUAR,F-PACE,2019,P1,2
JAGUAR,F-TYPE,2015,P1,1
JAGUAR,F-TYPE,2021,P1,1
JAGUAR,S-TYPE,2000,P1,9
JAGUAR,X-TYPE,2001,P1,6
JAGUAR,X-TYPE,2005,P1,1
JAGUAR,XE,2015,P1,1
JAGUAR,XE,2020,P1,1
JAGUAR,XF,2008,P1,13
JAGUAR,XF,2010,P1,12
JAGUAR,XF,2011,P1,5
JAGUAR,XF,2012,P1,6
JAGUAR,XF,2014,P1,13
JAGUAR,XF,2015,P1,4
JAGUAR,XF,2016,P1,2
JAGUAR,XF,2020,P1,3
JAGUAR,XJ,2010,P1,1
JAGUAR,XJ,2011,P1,8
JAGUAR,XJ,2013,P1,4
JAGUAR,XJ6,1995,P1,4
JAGUAR,XJ6,1996,P1,2
JAGUAR,XJ6,2005,P1,1
JAGUAR,XJ6,2006,P1,2
JAGUAR,XJ6,2008,P1,3
JEEP,CHEROKEE,2015,P1,1
JEEP,WRANGLER,2012,P1,2
JEEP,WRANGLER,2013,P1,1
JEEP,WRANGLER,2014,P1,5
JEEP,WRANGLER,2015,P1,2
JEEP,WRANGLER,2016,P1,1
JEEP,WRANGLER,2017,P1,3
JEEP,WRANGLER,2018,P1,3
JEEP,WRANGLER,2019,P1,6
JEEP,WRANGLER,2020,P1,2
KAWASAKI,WIRA,1998,P1,1
KIA,CARNIVAL,1999,P1,4
KIA,CARNIVAL,2017,P1,32
KIA,CARNIVAL,2018,P1,33
KIA,CARNIVAL,2019,P1,53
KIA,CARNIVAL,2021,P1,4
KIA,CARNIVAL,2022,P1,143
KIA,CARNIVAL,2023,P1,73
KIA,CERATO,2013,P1,167
KIA,CERATO,2014,P1,456
KIA,CERATO,2015,P1,247
KIA,CERATO,2016,P1,97
KIA,CERATO,2017,P1,99
KIA,CERATO,2018,P1,169
KIA,CERATO,2019,P1,66
KIA,CERATO,2020,P1,16
KIA,CITRA,2005,P1,1
KIA,FORTE,2009,P1,17
KIA,FORTE,2010,P1,10
KIA,FORTE,2011,P1,40
KIA,FORTE,2012,P1,27
KIA,OPTIMA,2005,P1,144
KIA,OPTIMA,2009,P1,4
KIA,OPTIMA,2012,P1,239
KIA,PICANTO,2005,P1,479
KIA,PICANTO,2006,P1,26
KIA,PICANTO,2010,P1,11
KIA,PICANTO,2013,P1,52
KIA,PICANTO,2014,P1,185
KIA,PICANTO,2015,P1,86
KIA,PICANTO,2016,P1,18
KIA,PICANTO,2018,P1,235
KIA,PICANTO,2019,P1,124
KIA,PREGIO,2004,P1,137
KIA,PREGIO,2007,P1,67
KIA,PREGIO,2010,P1,19
KIA,PREGIO,2011,P1,21
KIA,PREGIO,2013,P1,26
KIA,PREGIO,2014,P1,7
KIA,RIA,2003,P1,5
KIA,RIA,2005,P1,4
KIA,RIO,2004,P1,158
KIA,RIO,2013,P1,174
KIA,RIO,2014,P1,189
KIA,RIO,2015,P1,61
KIA,RIO,2016,P1,79
KIA,RIO,2017,P1,40
KIA,RIO,2018,P1,21
KIA,RIO,2019,P1,22
KIA,ROCSTA,1997,P1,1
KIA,SEPHIA,1999,P1,35
KIA,SORENTO,2011,P1,98
KIA,SORENTO,2012,P1,56
KIA,SORENTO,2013,P1,49
KIA,SORENTO,2014,P1,42
KIA,SORENTO,2015,P1,27
KIA,SORENTO,2016,P1,27
KIA,SORENTO,2017,P1,38
KIA,SORENTO,2018,P1,27
KIA,SORENTO,2019,P1,12
KIA,SORENTO,2023,P1,7
KIA,SPECTRA,2009,P1,175
KIA,SPECTRA,2010,P1,5
KIA,SPORTAGE,2008,P1,40
KIA,SPORTAGE,2009,P1,78
KIA,SPORTAGE,2011,P1,85
KIA,SPORTAGE,2012,P1,179
KIA,SPORTAGE,2013,P1,155
KIA,SPORTAGE,2014,P1,112
KIA,SPORTAGE,2015,P1,62
KIA,SPORTAGE,2016,P1,63
KIA,SPORTAGE,2017,P1,45
KIA,SPORTAGE,2018,P1,39
KIA,SPORTAGE,2019,P1,18
LAMBORGHINI,AVENTADOR,2012,P1,1
LAMBORGHINI,AVENTADOR,2013,P1,2
LAMBORGHINI,AVENTADOR,2014,P1,2
LAMBORGHINI,AVENTADOR,2019,P1,1
LAMBORGHINI,AVENTADOR,2020,P1,2
LAMBORGHINI,GALLARDO,2008,P1,2
LAMBORGHINI,GALLARDO,2009,P1,1
LAMBORGHINI,GALLARDO,2012,P1,1
LAMBORGHINI,HURACAN,2014,P1,2
LAMBORGHINI,HURACAN,2018,P1,4
LAMBORGHINI,HURACAN,2019,P1,1
LAMBORGHINI,MURCIELAGO,2006,P1,2
LAMBORGHINI,URUS,2018,P1,2
LAMBORGHINI,URUS,2019,P1,3
LAMBORGHINI,URUS,2020,P1,4
LAND ROVER,DEFENDER,1995,P1,1
LAND ROVER,DEFENDER,1996,P1,11
LAND ROVER,DEFENDER,2000,P1,2
LAND ROVER,DEFENDER,2009,P1,1
LAND ROVER,DEFENDER,2010,P1,4
LAND ROVER,DEFENDER,2011,P1,8
LAND ROVER,DEFENDER,2012,P1,16
LAND ROVER,DEFENDER,2014,P1,6
LAND ROVER,DEFENDER,2015,P1,4
LAND ROVER,DEFENDER,2016,P1,7
LAND ROVER,DEFENDER,2020,P1,3
LAND ROVER,DEFENDER,2021,P1,3
LAND ROVER,DISCOVERY,2019,P1,1
LAND ROVER,FREELANDER,2004,P1,23
LAND ROVER,FREELANDER,2005,P1,25
LAND ROVER,RANGER,2018,P1,1
LEXUS,CT200H,2011,P1,110
LEXUS,CT200H,2012,P1,72
LEXUS,CT200H,2013,P1,52
LEXUS,GS250,2012,P1,9
LEXUS,GS250,2013,P1,7
LEXUS,GS300,2006,P1,5
LEXUS,GS300,2007,P1,14
LEXUS,GS300,2011,P1,2
LEXUS,IS200T,2017,P1,2
LEXUS,IS250,2006,P1,27
LEXUS,IS250,2007,P1,17
LEXUS,IS250,2008,P1,23
LEXUS,IS250,2009,P1,10
LEXUS,IS250,2010,P1,11
LEXUS,IS250,2011,P1,4
LEXUS,IS250,2013,P1,4
LEXUS,IS250,2015,P1,1
LEXUS,IS300,2018,P1,1
LEXUS,IS300,2021,P1,2
LEXUS,LC500,2017,P1,1
LEXUS,LC500,2018,P1,1
LEXUS,LS460,2007,P1,2
LEXUS,LS460L,2007,P1,1
LEXUS,LS460L,2010,P1,1
LEXUS,LS460L,2013,P1,1
LEXUS,LS500,2018,P1,1
LEXUS,LX570,2014,P1,1
LEXUS,LX570,2015,P1,1
LEXUS,LX570,2016,P1,5
LEXUS,LX570,2017,P1,4
LEXUS,LX570,2018,P1,3
LEXUS,LX570,2019,P1,3
LEXUS,LX570,2020,P1,1
LEXUS,NX200T,2014,P1,14
LEXUS,NX200T,2015,P1,31
LEXUS,NX200T,2016,P1,17
LEXUS,NX200T,2017,P1,8
LEXUS,NX300,2017,P1,1
LEXUS,NX300,2018,P1,28
LEXUS,NX300,2019,P1,16
LEXUS,NX300,2020,P1,5
LEXUS,NX300,2021,P1,1
LEXUS,NX350,2022,P1,2
LEXUS,RC300,2018,P1,2
LEXUS,RC300,2019,P1,1
LEXUS,RX200T,2016,P1,41
LEXUS,RX200T,2017,P1,46
LEXUS,RX270,2010,P1,7
LEXUS,RX270,2011,P1,33
LEXUS,RX270,2012,P1,21
LEXUS,RX270,2013,P1,15
LEXUS,RX270,2014,P1,12
LEXUS,RX300,2005,P1,4
LEXUS,RX300,2006,P1,2
LEXUS,RX300,2018,P1,48
LEXUS,RX300,2019,P1,31
LEXUS,RX300,2020,P1,48
LEXUS,RX300,2021,P1,21
LEXUS,RX300,2022,P1,5
LEXUS,RX350,2008,P1,3
LEXUS,RX350,2009,P1,50
LEXUS,RX350,2010,P1,24
LEXUS,RX350,2011,P1,21
LEXUS,RX350,2012,P1,22
LEXUS,RX350,2013,P1,14
LEXUS,RX350,2014,P1,19
LEXUS,RX350,2015,P1,4
LEXUS,RX450H,2010,P1,2
LEXUS,UX200,2018,P1,2
LEXUS,UX200,2019,P1,3
MASERATI,GHIBLI,2014,P1,3
MASERATI,GHIBLI,2015,P1,9
MASERATI,GHIBLI,2017,P1,2
MASERATI,GHIBLI,2019,P1,2
MASERATI,GHIBLI,2021,P1,1
MASERATI,GRANTURISMO,2009,P1,1
MASERATI,GRANTURISMO,2011,P1,1
MASERATI,LEVANTE,2017,P1,2
MASERATI,LEVANTE,2018,P1,3
MASERATI,LEVANTE,2021,P1,1
MASERATI,QUATTROPORTE,2014,P1,1
MAXUS,V80,2022,P1,1
MAZDA,2,2010,P1,265
MAZDA,2,2011,P1,289
MAZDA,2,2012,P1,205
MAZDA,2,2014,P1,17
MAZDA,2,2015,P1,418
MAZDA,2,2016,P1,192
MAZDA,2,2017,P1,163
MAZDA,2,2018,P1,58
MAZDA,2,2019,P1,80
MAZDA,2,2020,P1,9
MAZDA,2,2021,P1,13
MAZDA,2,2022,P1,22
MAZDA,2,2023,P1,3
MAZDA,3,2006,P1,30
MAZDA,3,2007,P1,4
MAZDA,3,2009,P1,84
MAZDA,3,2010,P1,177
MAZDA,3,2011,P1,222
MAZDA,3,2012,P1,263
MAZDA,3,2013,P1,60
MAZDA,3,2014,P1,163
MAZDA,3,2015,P1,203
MAZDA,3,2016,P1,210
MAZDA,3,2017,P1,60
MAZDA,3,2018,P1,62
MAZDA,3,2019,P1,60
MAZDA,3,2020,P1,29
MAZDA,3,2021,P1,54
MAZDA,3,2022,P1,17
MAZDA,3,2023,P1,131
MAZDA,323,1994,P1,75
MAZDA,5,2006,P1,48
MAZDA,5,2007,P1,5
MAZDA,5,2008,P1,18
MAZDA,5,2011,P1,36
MAZDA,5,2012,P1,33
MAZDA,5,2013,P1,1
MAZDA,5,2014,P1,6
MAZDA,5,2015,P1,4
MAZDA,6,2004,P1,36
MAZDA,6,2005,P1,16
MAZDA,6,2008,P1,18
MAZDA,6,2010,P1,58
MAZDA,6,2011,P1,42
MAZDA,6,2012,P1,36
MAZDA,6,2013,P1,186
MAZDA,6,2014,P1,79
MAZDA,6,2016,P1,15
MAZDA,6,2017,P1,7
MAZDA,6,2018,P1,10
MAZDA,6,2019,P1,8
MAZDA,6,2021,P1,2
MAZDA,6,2022,P1,3
MAZDA,6,2023,P1,7
MAZDA,8,2010,P1,17
MAZDA,8,2011,P1,35
MAZDA,8,2012,P1,19
MAZDA,8,2013,P1,16
MAZDA,8,2014,P1,5
MAZDA,8,2015,P1,3
MAZDA,AXELA,2004,P1,1
MAZDA,B2200,1996,P1,8
MAZDA,BIANTE,2014,P1,126
MAZDA,BIANTE,2016,P1,12
MAZDA,BIANTE,2017,P1,9
MAZDA,CX-3,2022,P1,19
MAZDA,CX-3,2023,P1,146
MAZDA,CX-30,2019,P1,9
MAZDA,CX-30,2020,P1,61
MAZDA,CX-30,2021,P1,64
MAZDA,CX-30,2022,P1,58
MAZDA,CX-30,2023,P1,329
MAZDA,CX-5,2019,P1,191
MAZDA,CX-5,2020,P1,233
MAZDA,CX-5,2021,P1,331
MAZDA,CX-5,2022,P1,543
MAZDA,CX-5,2023,P1,578
MAZDA,CX-7,2006,P1,3
MAZDA,CX-7,2007,P1,41
MAZDA,CX-7,2008,P1,7
MAZDA,CX-7,2009,P1,14
MAZDA,CX-7,2010,P1,20
MAZDA,CX-7,2011,P1,1
MAZDA,CX-8,2019,P1,24
MAZDA,CX-8,2020,P1,65
MAZDA,CX-8,2021,P1,56
MAZDA,CX-8,2022,P1,109
MAZDA,CX-8,2023,P1,156
MAZDA,CX-9,2008,P1,14
MAZDA,CX-9,2009,P1,11
MAZDA,CX-9,2010,P1,1
MAZDA,CX-9,2021,P1,1
MAZDA,CX-9,2023,P1,2
MAZDA,E220,1990,P1,1
MAZDA,LANTIS,1996,P1,1
MAZDA,MX-5,2021,P1,3
MAZDA,PREMACY,2004,P1,25
MAZDA,PREMACY,2005,P1,15
MAZDA,ROADSTER,2005,P1,1
MAZDA,ROADSTER,2018,P1,3
MAZDA,ROADSTER,2019,P1,1
MAZDA,RX-7,1992,P1,2
MAZDA,RX-8,2003,P1,39
MAZDA,RX-8,2004,P1,33
MCLAREN,600LT,2019,P1,2
MCLAREN,650S,2014,P1,1
MCLAREN,720S,2018,P1,4
MCLAREN,765LT,2021,P1,1
MCLAREN,MP4-12C,2013,P1,1
MCLAREN,SENNA,2019,P1,1
MERCEDES BENZ,190E,1988,P1,24
MERCEDES BENZ,200,1983,P1,69
MERCEDES BENZ,200,1984,P1,38
MERCEDES BENZ,230E,1988,P1,121
MERCEDES BENZ,230E,1989,P1,179
MERCEDES BENZ,230E,1990,P1,214
MERCEDES BENZ,260E,1991,P1,56
MERCEDES BENZ,300CE,1989,P1,2
MERCEDES BENZ,300SL,1992,P1,5
MERCEDES BENZ,A180,2013,P1,99
MERCEDES BENZ,A180,2014,P1,91
MERCEDES BENZ,A180,2015,P1,62
MERCEDES BENZ,A180,2016,P1,64
MERCEDES BENZ,A180,2017,P1,74
MERCEDES BENZ,A180,2018,P1,111
MERCEDES BENZ,A180,2019,P1,89
MERCEDES BENZ,A180,2020,P1,30
MERCEDES BENZ,A180,2021,P1,3
MERCEDES BENZ,A200,2013,P1,37
MERCEDES BENZ,A200,2014,P1,41
MERCEDES BENZ,A200,2015,P1,23
MERCEDES BENZ,A200,2016,P1,13
MERCEDES BENZ,A200,2017,P1,33
MERCEDES BENZ,A200,2018,P1,37
MERCEDES BENZ,A200,2019,P1,21
MERCEDES BENZ,A200,2020,P1,1
MERCEDES BENZ,A220,2019,P1,1
MERCEDES BENZ,A250,2013,P1,93
MERCEDES BENZ,A250,2014,P1,129
MERCEDES BENZ,A250,2015,P1,83
MERCEDES BENZ,A250,2016,P1,17
MERCEDES BENZ,A250,2017,P1,12
MERCEDES BENZ,A250,2018,P1,34
MERCEDES BENZ,A250,2019,P1,15
MERCEDES BENZ,A250,2020,P1,15
MERCEDES BENZ,B170,2006,P1,63
MERCEDES BENZ,B170,2008,P1,67
MERCEDES BENZ,B180,2009,P1,38
MERCEDES BENZ,B180,2010,P1,67
MERCEDES BENZ,B180,2011,P1,121
MERCEDES BENZ,B180,2019,P1,1
MERCEDES BENZ,B200,2013,P1,1
MERCEDES BENZ,B200,2014,P1,2
MERCEDES BENZ,B200,2015,P1,9
MERCEDES BENZ,C180,1996,P1,30
MERCEDES BENZ,C180,2008,P1,137
MERCEDES BENZ,C180,2010,P1,94
MERCEDES BENZ,C180,2011,P1,71
MERCEDES BENZ,C180,2012,P1,46
MERCEDES BENZ,C180,2013,P1,18
MERCEDES BENZ,C180,2014,P1,32
MERCEDES BENZ,C180,2015,P1,32
MERCEDES BENZ,C180,2016,P1,28
MERCEDES BENZ,C180,2017,P1,42
MERCEDES BENZ,C180,2018,P1,72
MERCEDES BENZ,C180,2019,P1,18
MERCEDES BENZ,C180,2020,P1,3
MERCEDES BENZ,C180-W203,2002,P1,95
MERCEDES BENZ,C180K,2002,P1,2
MERCEDES BENZ,C180K,2003,P1,8
MERCEDES BENZ,C180K,2007,P1,16
MERCEDES BENZ,C180K,2008,P1,52
MERCEDES BENZ,C180K,2009,P1,18
MERCEDES BENZ,C200,1994,P1,16
MERCEDES BENZ,C200,1997,P1,80
MERCEDES BENZ,C200,1998,P1,14
MERCEDES BENZ,C200,2000,P1,103
MERCEDES BENZ,C200,2001,P1,107
MERCEDES BENZ,C200,2008,P1,47
MERCEDES BENZ,C200,2010,P1,180
MERCEDES BENZ,C200,2011,P1,236
MERCEDES BENZ,C200,2012,P1,205
MERCEDES BENZ,C200,2013,P1,185
MERCEDES BENZ,C200,2014,P1,46
MERCEDES BENZ,C200,2015,P1,84
MERCEDES BENZ,C200,2016,P1,59
MERCEDES BENZ,C200,2017,P1,58
MERCEDES BENZ,C200,2018,P1,112
MERCEDES BENZ,C200,2019,P1,173
MERCEDES BENZ,C200,2020,P1,6
MERCEDES BENZ,C200K,2001,P1,183
MERCEDES BENZ,C200K,2002,P1,82
MERCEDES BENZ,C200K,2003,P1,65
MERCEDES BENZ,C200K,2004,P1,29
MERCEDES BENZ,C200K,2005,P1,14
MERCEDES BENZ,C200K,2006,P1,22
MERCEDES BENZ,C200K,2007,P1,25
MERCEDES BENZ,C200K,2008,P1,35
MERCEDES BENZ,C200K,2009,P1,21
MERCEDES BENZ,C200K,2010,P1,1
MERCEDES BENZ,C200K,2011,P1,4
MERCEDES BENZ,C220,1994,P1,49
MERCEDES BENZ,C220,1995,P1,30
MERCEDES BENZ,C220,1996,P1,45
MERCEDES BENZ,C230K,2004,P1,1
MERCEDES BENZ,C230K,2005,P1,5
MERCEDES BENZ,C240,2000,P1,16
MERCEDES BENZ,C240,2001,P1,26
MERCEDES BENZ,C250,2010,P1,60
MERCEDES BENZ,C250,2011,P1,97
MERCEDES BENZ,C250,2015,P1,4
MERCEDES BENZ,C250,2016,P1,4
MERCEDES BENZ,C250,2017,P1,4
MERCEDES BENZ,C250,2018,P1,3
MERCEDES BENZ,C300,2016,P1,6
MERCEDES BENZ,C300,2017,P1,2
MERCEDES BENZ,C300,2018,P1,38
MERCEDES BENZ,C300,2019,P1,75
MERCEDES BENZ,CLA180,2013,P1,10
MERCEDES BENZ,CLA180,2014,P1,21
MERCEDES BENZ,CLA180,2015,P1,42
MERCEDES BENZ,CLA180,2016,P1,56
MERCEDES BENZ,CLA180,2017,P1,47
MERCEDES BENZ,CLA180,2018,P1,58
MERCEDES BENZ,CLA180,2019,P1,13
MERCEDES BENZ,CLA180,2020,P1,8
MERCEDES BENZ,CLA180,2021,P1,2
MERCEDES BENZ,CLA180,2022,P1,1
MERCEDES BENZ,CLA200,2016,P1,18
MERCEDES BENZ,CLA200,2017,P1,32
MERCEDES BENZ,CLA200,2018,P1,18
MERCEDES BENZ,CLA200,2019,P1,5
MERCEDES BENZ,CLA200,2020,P1,4
MERCEDES BENZ,CLA220,2018,P1,1
MERCEDES BENZ,CLA220,2019,P1,6
MERCEDES BENZ,CLA250,2013,P1,17
MERCEDES BENZ,CLA250,2014,P1,23
MERCEDES BENZ,CLA250,2015,P1,24
MERCEDES BENZ,CLA250,2016,P1,18
MERCEDES BENZ,CLA250,2017,P1,13
MERCEDES BENZ,CLA250,2018,P1,5
MERCEDES BENZ,CLA250,2019,P1,14
MERCEDES BENZ,CLA250,2020,P1,14
MERCEDES BENZ,CLA250,2021,P1,1
MERCEDES BENZ,CLA250,2022,P1,1
MERCEDES BENZ,CLK200K,2004,P1,3
MERCEDES BENZ,CLK200K,2007,P1,4
MERCEDES BENZ,CLK240,2003,P1,23
MERCEDES BENZ,CLS350,2005,P1,44
MERCEDES BENZ,CLS350,2006,P1,43
MERCEDES BENZ,CLS350,2007,P1,18
MERCEDES BENZ,CLS350,2008,P1,2
MERCEDES BENZ,CLS350,2011,P1,11
MERCEDES BENZ,CLS350,2012,P1,3
MERCEDES BENZ,CLS350,2013,P1,5
MERCEDES BENZ,CLS400,2015,P1,1
MERCEDES BENZ,CLS450,2018,P1,1
MERCEDES BENZ,CLS450,2019,P1,3
MERCEDES BENZ,E200,1995,P1,25
MERCEDES BENZ,E200,1996,P1,181
MERCEDES BENZ,E200,2000,P1,135
MERCEDES BENZ,E200,2004,P1,1
MERCEDES BENZ,E200,2008,P1,7
MERCEDES BENZ,E200,2009,P1,23
MERCEDES BENZ,E200,2013,P1,76
MERCEDES BENZ,E200,2014,P1,53
MERCEDES BENZ,E200,2015,P1,8
MERCEDES BENZ,E200,2016,P1,91
MERCEDES BENZ,E200,2017,P1,21
MERCEDES BENZ,E200,2018,P1,17
MERCEDES BENZ,E200,2019,P1,5
MERCEDES BENZ,E200,2020,P1,1
MERCEDES BENZ,E200K,2000,P1,41
MERCEDES BENZ,E200K,2001,P1,61
MERCEDES BENZ,E200K,2003,P1,76
MERCEDES BENZ,E200K,2004,P1,61
MERCEDES BENZ,E200K,2005,P1,51
MERCEDES BENZ,E200K,2006,P1,25
MERCEDES BENZ,E200K,2007,P1,24
MERCEDES BENZ,E200K,2008,P1,11
MERCEDES BENZ,E200K,2009,P1,7
MERCEDES BENZ,E230,1996,P1,343
MERCEDES BENZ,E230,1997,P1,279
MERCEDES BENZ,E230,1998,P1,30
MERCEDES BENZ,E240,1998,P1,230
MERCEDES BENZ,E240,1999,P1,192
MERCEDES BENZ,E240,2000,P1,161
MERCEDES BENZ,E240,2002,P1,98
